Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,$148K - $176K (Employer est.),"Are you looking to make a difference in a patient’s life? At AmerisourceBergen, you will find an innovative and collaborative culture that is patient focused and dedicated to making a difference. As an organization, we are united in our responsibility to create healthier futures. Join us and Apply today!
What you will be doing
The Data Science Team within the Enterprise Data and Analytics Group is looking for a Data Scientist interested in solving problems related to sourcing, pricing, selling, and distributing pharmaceutical products across the United States. In this role you will work closely with stakeholders across our business to build solutions to key problems facing the company using statistical and ML/AI techniques. You will join a group of other data scientists that collaborate with data governance, business solution architects, and data engineers to build solutions that drive operational and strategic decision-making.



Full time",3.7,"AmerisourceBergen
3.7",Remote,10000+ Employees,2001,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
"Data Scientist II, Product Analytics",$148K - $176K (Employer est.),"Data Scientist II, Analytics
We're looking for a passionate data scientist to provide valuable analytics and decision support to Expedia's Business. This position will mainly partner with various teams in product, engineering, strategy and other business teams to optimize traffic, conversion, repeat rate & other metrics to improve the user experience.
In this role, the candidate will contribute to many aspects of business development, including product innovation/user behavior, test and learn, machine-learning/algorithm building, opportunity identification and problem solving. If you are a self-starter, and have demonstrated success in using analytics & data science to drive innovation and user engagement of a product, then this position is for you!
Expedia is committed to creating an inclusive work environment with a diverse workforce. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. This employer participates in E-Verify. The employer will provide the Social Security Administration (SSA) and, if necessary, the Department of Homeland Security (DHS) with information from each new employee's I-9 to confirm work authorization.",4.1,"Expedia Group
4.1","Austin, TX",10000+ Employees,1996,Company - Public,Internet,Information Technology,$5 to $10 billion (USD)
Data Scientist,$148K - $176K (Employer est.),"The Team:

Bloomberg's Management Reporting & Analysis' (MR&A) Data Science Solutions Team is entrusted to continually improve the ability to make data-driven decisions for Bloomberg's senior management, Product and Sales teams. Our team arms Sales and other client-facing teams with data to optimize their prospecting and retention efforts. We enable Product teams to build better products by providing them with deep insights into customer behavior and helping them prototype and develop ML-based products. We also build products utilizing usage data to improve our customer""s experience. And that's just a sampling of projects from a ""typical"" week!

The Role:

We are looking for an experienced data scientist to join our team. You will work alongside engineers, product managers, sales managers and data scientists from across the organization to tackle complex business problems. You will be responsible for using our extensive data sources to provide both rapid solutions to urgent business questions as well as building products that serve internal/external clients. You'll be encouraged to use the right tool for the job and connect with a variety of partners.









Apply - if we believe you're a good match, we'll get in touch with you to let you know the next steps. In the meantime watch this proud reminder of our purpose: https://vimeo.com/263526877

Bloomberg is committed to diversity. It drives our innovation. At Bloomberg, you'll have the opportunity to go above and beyond and to take risks. You'll be a part of an organization that is entering new markets, launching new ventures, and pushing boundaries. Our ever-expanding array of technology, data, news, and media services champions innovation and empowers clients - and offers nearly limitless opportunities for career growth.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We bring out the best in each other.",4.1,"Bloomberg
4.1","New York, NY",10000+ Employees,1981,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Graduate Data Scientist - Role Can be Remote,$148K - $176K (Employer est.),"The Petcare Segment consists of five Divisions: Pet Nutrition, Royal Canin, Mars Veterinary Health N. America, Mars Veterinary Health International & Diagnostics, Kinship. Under this new organization of Petcare Product and Service brands, we launched our Strategy in 2018 with an objective to “Create a Better World for Pets by extending global leadership in Nutrition, Health and Services powered by Data”.
With the breadth and scale of our Petcare businesses we have unique and unrivalled data assets. The potential to create benefits for Pets and sustainable competitive advantage is huge and we need to seize this opportunity now.
Our data assets consist of Veterinary data including appointment and invoice details as well as the medical histories and diagnostic details this provides. We have breed and disease marker data from our DNA diagnostics business (Wisdom Health), Location and Activity Tracking data from our Whistle business. From our nutrition businesses we have sales data, some consumer data as well as valuable information about retailers, Veterinarians, Breeders and Shelters. We also have third party data providing us with product purchasing insights and the potential to develop deeper and broader views into Petcare shopping through collaboration and D2C engagement.",4.2,"MARS
4.2","Franklin, TN",10000+ Employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD)
"Associate, Data Science",$148K - $176K (Employer est.),"Description
About this role
BlackRock is a global leader in investment management, risk management and advisory services for institutional and retail clients. BlackRock helps clients around the world meet their goals and overcome challenges with a range of products that include separate accounts, mutual funds, iShares® (exchange-traded funds), and other pooled investment vehicles! BlackRock also offers risk management, advisory and enterprise investment system services to a broad base of institutional investors through BlackRock Solutions®. BlackRock currently has more than $6.4 trillion AUM and approximately 15,000 employees in more than 30 countries and a major presence in global markets!



BlackRock will consider for employment qualified applicants with arrest or conviction records in a manner consistent with the requirements of the law, including any applicable fair chance law.",4.1,"BlackRock
4.1","New York, NY",10000+ Employees,1988,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Jr Data Scientist,$148K - $176K (Employer est.),"DLA Piper is an equal opportunity employer. All applicants will be treated without regard to race, color, religion, sex, national origin, age, disability, sexual orientation, military or veteran status, gender identity, or any other factor protected by law. Job applicant poster viewing center.

DLA Piper LLP (US) has implemented a mandatory COVID vaccine policy, and this position may require in-office presence. Request for reasonable accommodations may be considered in accordance with applicable laws.",4.0,"DLA Piper
4.0","New York, NY",5001 to 10000 Employees,2005,Company - Private,Legal,Accounting & Legal,$2 to $5 billion (USD)
Lead Data Scientist,$148K - $176K (Employer est.),"JOB DESCRIPTION
You're an original. So are we.
We're a company of people who like to forge our own path. We invente d the blue jeans in 1873, and we reinvented khaki pants in 1986. We pioneered labor and environmental guidelines in manufacturing. And we work to build sustainability into everything we do. Our brands stand for freedom and self-expression around the world.
Today, within the Global Data, Analytics & AI organization, we are forging a new path for the Fashion Tech industry. We are taking one of the world’s most iconic brands into the next century: from creating machine learning-powered denim finishes to using block-chain for our factory workers’ wellbeing, building algorithms to better meet the needs of our consumers online and in store, optimizing our supply chain, and so much more! We operate like a “startup with assets”: building exciting solutions that impact our business across the globe while at the same time be part of a larger, across-continents, data science community.

Remote - USA
Full time",4.1,"Levi Strauss & Co.
4.1",Remote,10000+ Employees,1853,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$2 to $5 billion (USD)
"Data Scientist, Product and Engineering",$148K - $176K (Employer est.),"About Us:
We're on a mission to make it possible for every person, team, and company to be able to tailor their software to solve any problem and take on any challenge. Computers may be our most powerful tools, but most of us can't build or modify the software we use on them every day. At Notion, we want to change this with focus, design, and craft.
We've been working on this together since 2016, and have customers like Nike, Airbnb, Slack, Samsung and thousands more on this journey with us. Today, we're growing fast and excited for new teammates to join us who are the best at what they do. We're passionate about building a company as diverse and creative as the millions of people Notion reaches worldwide.",4.8,"Notion
4.8","San Francisco, CA",201 to 500 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,$148K - $176K (Employer est.),"About thredUP:
thredUP is transforming resale with technology and a mission to inspire a new generation of consumers to think secondhand first. By making it easy to buy and sell secondhand, thredUP has become one of the world’s largest resale platforms for women’s and kids’ apparel, shoes and accessories. Sellers love thredUP because we make it easy to clean out their closets and unlock value for themselves or for the charity of their choice while doing good for the planet. Buyers love shopping value, premium and luxury brands all in one place, at up to 90% off estimated retail price. Our proprietary operating platform is the foundation for our managed marketplace and consists of distributed processing infrastructure, proprietary software and systems and data science expertise. In 2018, we extended our platform with thredUP’s Resale-As-A-Service (RaaSⓇ), which facilitates modern resale for a number of the world’s leading brands and retailers. thredUP has processed over 125 million unique secondhand items from 35,000 brands across 100 categories. By extending the life cycle of clothing, thredUP is changing the way consumers shop and ushering in a more sustainable future for the fashion industry.",3.6,"thredUP Inc
3.6",Remote,1001 to 5000 Employees,2009,Company - Public,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable
Data Scientist,$148K - $176K (Employer est.),"Job Profile

Position Overview

At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers.

As a Data Scientist within PNC's Retail Lending Automated Solutions Group, you will be a member of a vibrant team of individuals collectively working on advanced analytics, machine learning, and application development for optimizing processes in Lending Technology. This is a remote position and can sit anywhere within the PNC footprint, except for Colorado, Hawaii or Alaska. There is limited expectation for regular in person, in office activities.

Your work will enable the business to optimize customer service levels, simplify and streamline processes, and improve cost performance. You will report to Head of Intelligent Automation and will be a part of a high-performing team of data scientists and developers dedicated to improving Retail Lending profitability and efficiency.

Responsibilities
Skills/Preferences

Job Description

Performs analytical tasks on vast amounts of structured and unstructured data to extract actionable business insights.
Participates in the data gathering, data processing and data mining of large and complex datasets.
Develops algorithms using advanced mathematical and statistical techniques like machine learning to predict business outcomes and recommend optimal actions to management.
Runs analytical experiments in a methodical manner to find opportunities for product and process optimization. Assists in the presentation of business insights to management using visualization technologies and data storytelling.
May partner with Data Architects, Data Analysts, Data Engineers and Visualization Experts to develop data-driven solutions for the business.

PNC Employees take pride in our reputation and to continue building upon that we expect our employees to be:
Customer Focused - Knowledgeable of the values and practices that align customer needs and satisfaction as primary considerations in all business decisions and able to leverage that information in creating customized customer solutions.
Managing Risk - Assessing and effectively managing all of the risks associated with their business objectives and activities to ensure they adhere to and support PNC's Enterprise Risk Management Framework.

Competencies

Data Architecture – Knowledge and ability to create models and standards to govern which data is collected, and how it is stored, arranged, integrated, and put to use in data systems and in organizations.

Data Mining – Knowledge of tools, techniques and practices in data mining technologies used to acquire essential business information.

Disruptive Innovation – Knowledge of concepts, principles, and approaches of disruptive innovation; ability to adopt the knowledge into related processes and practices.

Information Capture – Knowledge of the processes and the ability to identify, capture and document relevant business information in an auditable, organized, understandable and easily retrievable manner.

Machine Learning – Knowledge of principles, technologies and algorithms of machine learning; ability to develop, implement and deliver related systems, products and services.

Data, Process, Events, Objects – Knowledge of and the ability to use tools and techniques for analyzing and documenting logical relationships among data, processes or events.

Prototyping – Knowledge of and ability to implement prototyping disciplines, tools and techniques in evolutionary models within the target environment.

Query and Database Access Tools – Knowledge of and the ability to use, support and access facilities for extracting and formatting a database management system.

Work Experience

Roles at this level typically require a university / college degree, with 3+ years of relevant / direct industry experience. Certifications are often desired. In lieu of a degree, a comparable combination of education and experience (including military service) may be considered.

Education

Masters

Additional Job Description

Commensurate with skills and experience.

Benefits
PNC offers employees a comprehensive range of benefits to help meet your needs now and in the future. Depending on your eligibility, options for full-time employees include medical/prescription drug coverage (with a Health Savings Account feature); dental and vision options; employee and spouse/child life insurance; short- and long-term disability protection; maternity and parental leave; paid holidays, vacation days and occasional absence time; 401(k), pension and stock purchase plans; dependent care reimbursement account; back-up child/elder care; adoption assistance; educational assistance and a robust wellness program with financial incentives. To learn more about these and other programs, including benefits for part-time employees, visit pncbenefits.com > New to PNC .


The PNC workplace is inclusive and supportive of individual needs. If you have a physical or other impairment that might require an accommodation, including technical assistance with the PNC Careers website or submission process, please call 877-968-7762 and select Option 4: Recruiting or contact us via email at pathfinder@pnc.com.

The Human Resources Service Center hours of operation are Monday - Friday 9:00 AM to 5:00 PM ET.


PNC provides equal employment opportunity to qualified persons regardless of race, color, sex, religion, national origin, age, sexual orientation, gender identity, disability, veteran status, or other categories protected by law.

California Residents

Refer to the California Consumer Privacy Act Privacy Notice to gain understanding of how PNC may use or disclose your personal information in our hiring practices.",3.6,"PNC Financial Services Group
3.6","Harrisburg, PA",10000+ Employees,1845,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
Data Scientist,$148K - $176K (Employer est.),"Job Summary:
The primary purpose of this role is to provide advanced analytical capabilities to support data science initiatives. This position gains experience in various areas including, but not limited to: predictive modeling; personalization and recommendation algorithms; natural language processing and text mining; search recall, precision, ranking, and related problems; optimization and mathematical programming with applications in labor scheduling, inventory and capacity planning, network flows, and supply chain optimization.
Key Responsibilities:
Mines and extracts data and applies statistics and algorithms necessary to derive insights for Lowe's and Lowe's Digital






Lowe’s is an equal opportunity employer and administers all personnel practices without regard to race, color, religious creed, sex, gender, age, ancestry, national origin, mental or physical disability or medical condition, sexual orientation, gender identity or expression, marital status, military or veteran status, genetic information, or any other category protected under federal, state, or local law.",3.5,"Lowe's
3.5","Charlotte, NC",1001 to 5000 Employees,1921,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD)
Data Scientist,$148K - $176K (Employer est.),"At John Deere, we run so life can leap forward. This powerful purpose is our promise to humankind that we will dream, design and deliver breakthrough products that sustain our world for generations to come. The world is counting on us to feed billions of people and build vital infrastructures in villages, towns, and megacities. We live up to the legacy our founder forged in a one-room blacksmith's shop nearly two centuries ago by creating a culture that brings out the best in all of us. A culture where great ideas thrive because every voice is heard.

Primary Location: United States (US) - Illinois - East Moline
Function: Data Science & Analytics
Title: Data Scientist - 83623
Partial Remote Position",4.0,"John Deere
4.0","East Moline, IL",10000+ Employees,1837,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD)
Supervisory Biologist/Toxicologist/Physical Scientist/Statistician,$148K - $176K (Employer est.),"Duties
You will:
Plan, organize and manage the activities of the Branch.
Exercise supervisory personnel management responsibilities.
Participate as a researcher in representation, planning and implementation of team-based research.
Serve as an expert consultant on various workgroups, panels or committees.",4.0,"US Environmental Protection Agency
4.0","Washington, DC",10000+ Employees,1970,Government,Federal Agencies,Government,Unknown / Non-Applicable
Data & Applied Scientist,$148K - $176K (Employer est.),"At World’s Edge Studio, we are building the future of the Age of Empires Franchise. A foundational component of that future will be our capacity to generate and leverage player insights. To help us build that foundation, we are seeking a Data & Applied Scientist to join the team. If you are passionate about games, data science, and the opportunity to influence the direction of an amazing franchise with a beloved player base, then this role is for you!
Successful candidates will have experience providing end-to-end analytics support for gaming and/or consumer products—from driving telemetry design, validating data quality, building reports, to delivering analyses and sharing insights that positively impact players. Knowledge and previous application of different analytic and modeling techniques focused on understanding user experiences/satisfaction is required, as is a strong passion for driving data-oriented decision making. The individual in this role will also be an excellent communicator, regularly sharing player insights in an effective way to people of varied technical and analytical backgrounds. Finally, this individual will be an active collaborator with their analytics peers— sharing expertise and leveraging the work of others to enhance impact, and providing thought leadership on how to best use data to help shape the direction of our games.",4.4,"Microsoft
4.4","Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Sr Geospatial Data Scientist,$148K - $176K (Employer est.),"Founded by The Allstate Corporation in 2016, Arity is a data and analytics company focused on improving transportation. We collect and analyze enormous amounts of data, using predictive analytics to build solutions with a single goal in mind: to make transportation smarter, safer and more useful for everyone.
At the heart of that mission are the people that work here—the dreamers, doers and difference-makers that call this place home. As part of that team, your work will showcase both your intelligence and your creativity as you tackle real problems and put your talents towards transforming transportation.
That’s because at Arity, we believe work and life shouldn’t be at odds with one another. After all, we know that your unique qualities give you a unique perspective. We don’t just want you to see yourself here. We want you to be yourself here.",3.5,"Allstate
3.5","Northbrook, IL",10000+ Employees,1931,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD)
"Applied Scientist, AdTech",$148K - $176K (Employer est.),"About the Job
Zoom helps people stay connected so they can get more done together. From meetings, chat, phone, and webinars to conference room systems and online events, Zoom powers all your communication needs. Our secure, reliable video platform offers a high-quality experience that is easy to manage, use, and customize.
Our applied science group makes it easy for users to access informative contents while helping advertisers reach a wide range of audiences. We aim to set new standards for enabling effective advertising while protecting user privacy.
We are looking for aspiring and ambitious applied scientists who can thrive in a fast-pacing agile environment and work cross functionally across teams in the company. Our group is developing the next generation of ad technology that redefines the whole industry. This position involves working with massive data and building data-driven products that support metrics, experimentation, ads delivery and measurement with high user privacy guarantees in place.",4.4,"Zoom Video Communications, Inc.
4.4","San Francisco, CA",1001 to 5000 Employees,2011,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD)
Associate Data Scientist,$148K - $176K (Employer est.),"About Gap Inc.
Our brands bridge the gaps we see in the world. Old Navy democratizes style to ensure everyone has access to quality fashion at every price point. Athleta unleashes the potential of every woman, regardless of body size, age or ethnicity. Banana Republic believes in sustainable luxury for all. And Gap inspires the world to bring individuality to modern, responsibly made essentials.
This simple idea—that we all deserve to belong, and on our own terms—is core to who we are as a company and how we make decisions. Our team is made up of thousands of people across the globe who take risks, think big, and do good for our customers, communities, and the planet. Ready to learn fast, create with audacity and lead boldly? Join our team.",3.7,"Gap Inc.
3.7","San Francisco, CA",10000+ Employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD)
MACHINE LEARNING DATA SCIENTIST - PYTHON AND R,$148K - $176K (Employer est.),"Published
February 20, 2022
Location
100% Remote, United States of America
Job Type
Full-time
DESCRIPTION
TITLE: Machine Learning Data Scientist-Python and R
JOB ID: 11070
LOCATION: 100% Remote",-1,InspiHER Tech,Remote,1 to 50 Employees,-1,-1,-1,-1,-1
Data Scientist II - Loyalty,$148K - $176K (Employer est.),"JOB DESCRIPTION
You're an original. So are we.
We're a company of people who like to forge our own path. We invented the blue jean in 1873, and we reinvented khaki pants in 1986. We pioneered labor and environmental guidelines in manufacturing. And we work to build sustainability into everything we do. Our brands stand for freedom and self-expression around the world.
Today, within the Global Data, Analytics & AI organization, we are forging a new path for the Fashion Tech industry. We are taking one of the world’s most iconic brands into the next century: from creating machine learning-powered denim finishes to using block-chain for our factory workers’ wellbeing, building algorithms to better meet the needs of our consumers online and in store, optimizing our supply chain, and so much more! We operate like a “startup with assets”: building exciting solutions that impact our business across the globe while at the same time be part of a larger, across-continents, data science community.

Remote - USA
Full time",4.1,"Levi Strauss & Co.
4.1",Remote,10000+ Employees,1853,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$2 to $5 billion (USD)
Data Scientist,$148K - $176K (Employer est.),"What is the opportunity?
As a Data Scientist, you will analyze, design and implement data science solutions using RBC’s enterprise suite of analytics tools. You will analyze data using statistical, machine learning, and analytics techniques to solve complex problems, discover insights and identify business opportunities. Additionally, you will select appropriate statistical and machine learning models to test business hypotheses and explore data to identify unforeseen insights. You will also prepare and integrate large and varied datasets and implement statistical and machine learning models using Python, and you will deploy production-scale solutions using the Big Data Ecosystem, transforming statistical and machine learning models from single node architecture to parallel processing grid technology.",4.0,"RBC
4.0","Orlando, FL",10000+ Employees,1869,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
Project-Sports Data Scientist,$148K - $176K (Employer est.),"*This is a 24 month project position*

The ESPN Sports Analytics team is a multidisciplinary group where all members have a deep knowledge of sports, statistics, databases, programming logic and languages, and storytelling. Combining best-in-the-industry data with advanced mathematics and statistical modeling skills, Sports Analytics has created storytelling tools and metrics that have improved the evaluation of team and player performance, such as Total QBR and power ratings for NFL, NBA, college football and college basketball. These products make fans better informed and help keep ESPN at the cutting edge of sports statistical analysis.

The Sports Data Scientist will be the lead architect in designing and creating a NBA player adjusted plus-minus metric for use across all platforms, including within other predictive metrics. A secondary phase will include the modeling and development of player box score stats predictions, both pregame and in-game. The Sports Data Scientist will work with the Analytics leadership team to define project timelines and delegate duties. The incumbent must demonstrate critical thinking about the execution of the projects and keep Analytics leadership informed of progress. Completing work on deadlines is a crucial requirement. A portfolio of successful analytics projects and metrics is necessary to be considered for this position. The Sports Data Scientist will have the skills to partner with other Analytics Specialists as well as Content teams and Technology and Digital Product staffers on projects. Candidates need to have a deep understanding of Bayesian statistics and a background in constructing predictive models and complex formulas that explore new areas of analytics, ideally in sports.

Ideal candidates will possess the following traits:",4.0,"ESPN
4.0","Bristol, CT",1001 to 5000 Employees,1985,Subsidiary or Business Segment,Motion Picture Production & Distribution,Media,$500 million to $1 billion (USD)
Data Scientist (Remote),$148K - $176K (Employer est.),"No Relocation Assistance Offered
# 124428 - New York, New York, United States
Hill's Pet Nutrition is looking for a Data Scientist to become part of the team!

Do you want to make a difference in the lives of people and their pets? What about having the opportunity to connect with others across the world, full of stimulating discussions, and making impactful contributions? If this is how you see your career, Hill’s is the place to be!
Hill’s Pet Nutrition is a $2.3 Billion, global division of Colgate-Palmolive Company and the maker of Prescription Diet, Science Diet, and Healthy Advantage brand pet food. Our mission is to help enrich and lengthen the special relationships between people and their pets by providing the best groundbreaking pet nutrition technology, products, and expertise to pet owners, veterinary professionals and other key pet professionals worldwide. Our company is a globally recognized Best Place to Work.",4.1,"Hill's Pet Nutrition
4.1","New York, NY",1001 to 5000 Employees,1907,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD)
Jr. Data Scientist,$148K - $176K (Employer est.),"ViacomCBS (NASDAQ: VIAC; VIACA) is a leading global media and entertainment company that creates premium content and experiences for audiences worldwide. Driven by iconic consumer brands, its portfolio includes CBS, Showtime Networks, Paramount Pictures, Nickelodeon, MTV, Comedy Central, BET, Paramount+, Pluto TV and Simon & Schuster, among others. The company delivers the largest share of the U.S. television audience and boasts one of the industry's most important and extensive libraries of TV and film titles. In addition to offering innovative streaming services and digital video products, ViacomCBS provides powerful capabilities in production, distribution and advertising solutions for partners on five continents.

Advertising on all formats is being reinvented through new business models and the combination of big data, predictive analytics, optimization and other modern data science and analysis techniques. ViacomCBS advanced advertising group is at the forefront of this reinvention of advertising and is currently looking for key new individuals to join our team!

The Product Science and Analytics team is looking for a Junior Data Scientist. In this role, you will need to gain an understanding of our platform, including the predictive, simulation, and optimization models that power it – as well as how those models impact our underlying business. You will be expected to monitor and maintain existing prediction, optimization, and simulation engines. You will also implement custom queries against our data warehouse, run statistical data analyses, and other types of analyses related to platform performance. You will work closely with a dedicated science and software engineering team, as well as key operational teams, to validate and ensure platform KPI performance!


Work with data scientists, data engineers, and software engineers to deliver analysis aimed at underlying business objectives
Execute data driven methodologies to improve product performance and capability
Monitor and maintain platform health, as determined by Vantage business leadership
Ensure technical approaches taken by the Science and Analysis team are appropriate for their objective and underlying data structure
Brainstorm new functionality and features for future platform improvements
Work with semi-technical and non-technical business units in delivering actionable insights from large data sets


Passion for problem-solving and the ability to find answers to difficult questions – the sort of answers that others might struggle to find
Acute attention to detail, strong critical thinking skills, and excellent time management skills
Experience working with production data science systems
Proficiency with extracting insights from large data sets and communicating the results to non-technical staff
Highly proficient in Excel (advanced formulas, pivot tables) and PowerPoint
Comfortable programming in Python and SQL
Basic grasp of relational database structures and data management
Familiarity with cloud-based infrastructure (Amazon Web Services) or Unix/Linux based systems.
Bachelor’s Degree in a STEM field with 2+ years professional experience in data analytics, media tech or ad tech -OR- Master’s/Ph.D. in a STEM field.


Experience in media at an agency, network, or ad-tech firm with a fundamental understanding of digital, addressable, programmatic and/or television advertising
Experience working in a team environment
Strong written and oral communication skills, including experience building and leading presentations
A committed, entrepreneurial approach to building businesses within a fast-paced environment focused on changing the way partners perceive our brand and our product

ViacomCBS is an equal opportunity employer (EOE) including disability/vet.

At ViacomCBS, the spirit of inclusion feeds into everything that we do, on-screen and off. From the programming and movies we create to employee benefits/programs and social impact outreach initiatives, we believe that opportunity, access, resources and rewards should be available to and for the benefit of all. ViacomCBS is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ethnicity, ancestry, religion, creed, sex, national origin, sexual orientation, age, citizenship status, marital status, disability, gender identity, gender expression, and Veteran status.

If you are a qualified individual with a disability or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to use or access. https://www.viacomcbs.com/careers as a result of your disability. You can request reasonable accommodations by calling 212.846.5500 or by sending an email to viacomaccommodations@viacom.com. Only messages left for this purpose will be returned.",3.9,"Paramount
3.9","New York, NY",10000+ Employees,2019,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD)
Data Scientist,$148K - $176K (Employer est.),"FocusKPI is looking for a Data Scientist to work for our client, one of the largest retailers/E-Commerce companies in the US. We are seeking an experienced data science individual contributor to enable deep insights and capabilities to our clients through advanced analytics and machine learning techniques (e.g. predictive modeling, segmentation, etc.) This is a full-time contract position.
Work Location: Remote, until office reopens.
Duration: Six months contract with potential for extension or conversion.
Responsibilities:
Perform hands-on modeling and complex analyses using Python, SQL and/or R",3.4,"FocusKPI Inc.
3.4","San Bruno, CA",51 to 200 Employees,-1,-1,-1,-1,-1
Lead Data Scientist,$148K - $176K (Employer est.),"JOB DESCRIPTION
You're an original. So are we.
We're a company of people who like to forge our own path. We invente d the blue jeans in 1873, and we reinvented khaki pants in 1986. We pioneered labor and environmental guidelines in manufacturing. And we work to build sustainability into everything we do. Our brands stand for freedom and self-expression around the world.
Today, within the Global Data, Analytics & AI organization, we are forging a new path for the Fashion Tech industry. We are taking one of the world’s most iconic brands into the next century: from creating machine learning-powered denim finishes to using block-chain for our factory workers’ wellbeing, building algorithms to better meet the needs of our consumers online and in store, optimizing our supply chain, and so much more! We operate like a “startup with assets”: building exciting solutions that impact our business across the globe while at the same time be part of a larger, across-continents, data science community.

Remote - USA
Full time",4.1,"Levi Strauss & Co.
4.1",Remote,10000+ Employees,1853,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$2 to $5 billion (USD)
DATA SCIENTIST,$148K - $176K (Employer est.),"DATA SCIENTIST
Job Number: 06A6-CDPH-2022
Description

JOB ANNOUNCEMENT
DATA SCIENTIST
Number of Positions: 1
Mission: To promote and improve health by engaging residents, communities, and partners in establishing and implementing policies and services that prioritize residents and communities with the greatest need.",4.3,"City of Chicago
4.3","Chicago, IL",10000+ Employees,-1,-1,-1,-1,-1
Senior Data Scientist,$148K - $176K (Employer est.),"Job Description:
The Role
Asset Management Technology is seeking a highly motivated and technical data scientist passionate about the application of new technologies. This individual will collaborate with other data scientists to partner closely with Asset Management’s investment and operations teams to prototype, learn, and ultimately deliver solutions using techniques such as machine learning, artificial intelligence and big data analytics.
The Expertise and Skills You Bring",4.3,"Fidelity Investments
4.3","Durham, NC",10000+ Employees,1946,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Data Scientist,$148K - $176K (Employer est.),"About thredUP:
thredUP is transforming resale with technology and a mission to inspire a new generation of consumers to think secondhand first. By making it easy to buy and sell secondhand, thredUP has become one of the world’s largest resale platforms for women’s and kids’ apparel, shoes and accessories. Sellers love thredUP because we make it easy to clean out their closets and unlock value for themselves or for the charity of their choice while doing good for the planet. Buyers love shopping value, premium and luxury brands all in one place, at up to 90% off estimated retail price. Our proprietary operating platform is the foundation for our managed marketplace and consists of distributed processing infrastructure, proprietary software and systems and data science expertise. In 2018, we extended our platform with thredUP’s Resale-As-A-Service (RaaSⓇ), which facilitates modern resale for a number of the world’s leading brands and retailers. thredUP has processed over 125 million unique secondhand items from 35,000 brands across 100 categories. By extending the life cycle of clothing, thredUP is changing the way consumers shop and ushering in a more sustainable future for the fashion industry.",3.6,"thredUP Inc
3.6",Remote,1001 to 5000 Employees,2009,Company - Public,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable
Graduate Data Scientist - Role Can be Remote,$148K - $176K (Employer est.),"The Petcare Segment consists of five Divisions: Pet Nutrition, Royal Canin, Mars Veterinary Health N. America, Mars Veterinary Health International & Diagnostics, Kinship. Under this new organization of Petcare Product and Service brands, we launched our Strategy in 2018 with an objective to “Create a Better World for Pets by extending global leadership in Nutrition, Health and Services powered by Data”.
With the breadth and scale of our Petcare businesses we have unique and unrivalled data assets. The potential to create benefits for Pets and sustainable competitive advantage is huge and we need to seize this opportunity now.
Our data assets consist of Veterinary data including appointment and invoice details as well as the medical histories and diagnostic details this provides. We have breed and disease marker data from our DNA diagnostics business (Wisdom Health), Location and Activity Tracking data from our Whistle business. From our nutrition businesses we have sales data, some consumer data as well as valuable information about retailers, Veterinarians, Breeders and Shelters. We also have third party data providing us with product purchasing insights and the potential to develop deeper and broader views into Petcare shopping through collaboration and D2C engagement.",4.2,"MARS
4.2","Franklin, TN",10000+ Employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD)
