Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist H/F,40 k € - 45 k € (Esti. de Glassdoor),"Toulouse
CDI
Description du poste
Vous cherchez à rejoindre une équipe dynamique sur Toulouse ? Travailler dans un environnement Start Up avec les avantages d’une structure en pleine croissance telle que SOLUTEC ? Alors ce poste est fait pour vous !
Nous recherchons pour notre agence Toulousaine un(e) Data Scientist. Vous aurez pour missions :
Collecte des besoins des équipes métiers en termes d’analyse de données pertinentes pour l’entreprise
En tant que consultant, votre rôle comprendra également des aspects plus globaux, comme la veille technologique et le conseil auprès du client sur de nouveaux outils.
Issu(e) d'une formation ingénieur ou d'un cursus universitaire (Bac+4 /Bac+5, vous avez un vrai attrait pour les données. Vous avez dans l'idéal une bonne connaissance sur le langage Python (et/ou R). Attrait pour la Business Intelligence et les outils type Talend, Power BI, Qliksense, Tableau etc.",3.2,"Solutec
3.2",Toulouse,De 1 001 à 5 000 employés,Entreprise cotée en bourse,Services informatiques,Informatique,Entre 50 et 100 millions de dollars US,-1
Data analyste,40 k € - 45 k € (Esti. de Glassdoor),"Description
vrai plus, c’est que cette communauté est sans frontières ! Nos collaborateurs travaillent au quotidien avec tous les métiers et avec notre réseau international. Et pour être au top de l’innovation, on a ce qui se fait de mieux en matière d’environnement de travail et d’outils technos : datalab, delta room, intelligence artificielle, machine learning…
Résultats ? Une activité multipliée par 2 en 3 ans (et ce n’est pas fini), une expertise reconnue et une position de leader en France.
Bienvenue au cœur du big bang !
Le Centre de Services Data Management
Tu souhaites monter en compétences sur le traitement de datas ? Et si tu rejoignais le centre dédié à l’analyse de données/data management de PwC ?

L’équipe SODA basée à Montpellier est un Centre de Services Data Management d’une cinquantaine de collaborateurs en période de pic d’activité pour une moyenne de 40 à 45 collaborateurs, principalement composée Data Analystes et complétée par des développeurs de haut niveau.
Tout au long de l’année, SODA accompagne les équipes Audit PwC dans l’efficacité et la qualité des missions en proposant des services de traitement des données.",3.9,"PwC
3.9",Montpellier,Plus de 10 000 employés,1998,Entreprise non cotée en bourse,Conseils,Services aux entreprises,Entre 5 et 10 milliards de dollars US
Data Scientist - FRANFINANCE-(H/F),40 k € - 45 k € (Esti. de Glassdoor),"Vos missions au quotidien
Au sein de la Direction Datascience Marketing et Modélisation de la Division du Financement aux Particuliers, qui produit et distribue des crédits et des services auprès de particuliers en direct ou par l’intermédiaire de partenaires (distributeurs, assureurs, banquiers et fintech), vous rejoignez le pôle Datascience et Risque en tant que Data Scientist.
Le Data Scientist aura la charge de :
Assurer et faire évoluer nos reportings distribués aux différentes directions de FRANFINANCE (risque, finance, recouvrement, marketing) et à nos partenaires",3.7,"Franfinance
3.7",Nanterre,Plus de 10 000 employés,1864,Entreprise non cotée en bourse,Investissements bancaires et gestion d''actifs,Finances,Plus de 10 milliards de dollars US
Data Scientist,40 k € - 45 k € (Esti. de Glassdoor),"Gather and analyze customer needs to propose solutions
Conduct statistical studies
Conduct research to propose new machine learning models to improve the results of predictive and imaging models
Work with all team members to prototype and develop new services
Provide deliverables such as PoCs, presentations, and technical papers.
yöu
Master's degree in engineering, computer science, statistics or mathematics.",3.7,"umlaut AG
3.7",Toulouse,De 1 001 à 5 000 employés,1996,Entreprise non cotée en bourse,Conseils,Services aux entreprises,Ne sait pas / non applicable
Data Analyst H/F,40 k € - 45 k € (Esti. de Glassdoor),"Systèmes d'Information
COURBEVOIE(PLD)-COUPOLE(FRA)
France
Description du poste
TotalEnergies recherche un(e) Data Analyst. Le poste est basé à la Défense.

Pour réussir à intégrer les métiers de l’électricité et des énergies renouvelables, TotalEnergies a créé une nouvelle entité OneTech qui regroupe l'ensemble des expertises techniques et de R&D des branches (Exploration & Production, Raffinage Chimie, Marketing & Services et Gas, Renewables & Power). Avec près de 3 400 ingénieurs et techniciens répartis sur plusieurs sites en Europe, OneTech est organisé autour de 3 pôles, un pôle industriel pour accompagner la croissance de la Compagnie dans le gaz, les énergies renouvelables, l’électricité et la réduction des émissions de CO2, un pôle Recherche & Développement pour poursuivre la transformation de TotalEnergies en donnant la priorité au mix bas carbone et un pôle fonctions supports.
Dans un environnement en transformation avec des mutations technologiques rapides vous assurez la qualité, l’exhaustivité, la visibilité et l’accessibilité des données gérées par votre service et êtes moteur de la transformation Digitale.

Rattaché (e ) au responsable d’équipe Industrial Data, au sein d’une équipe d’environ dix personnes travaillant sur des projets Data Sciences, vos principales missions sont les suivantes :",4.0,"TotalEnergies
4.0",Courbevoie,Plus de 10 000 employés,1924,Entreprise cotée en bourse,Énergie,"Pétrole, gaz, énergie et services publics",Entre 25 et 50 millions de dollars US
Data Scientist (H/F),40 k € - 45 k € (Esti. de Glassdoor),"Syngenta figure parmi les leaders mondiaux pour ses activités. Le groupe emploie plus de 28000 personnes dans plus de 90 pays qui n’ont qu’un seul objectif: exprimer le potentiel des plantes. Par nos capacités scientifiques de premier plan, notre présence mondiale et notre engagement en faveur des clients, nous aidons à accroître les rendements et la rentabilité des cultures, à protéger l’environnement et à améliorer la santé et la qualité de vie.
Plus d’informations sur www.syngenta.com
Nous recherchons un(e) Data Scientist, pour rejoindre l’équipe Support Commercial et Planning dans le cadre d’un CDI. Nous vous attendons pour un démarrage dans les meilleurs délais. Le poste est localisé à Guyancourt (station Saint Quentin en Yvelines, RER C, Ligne U et N).",4.2,"Syngenta
4.2",Guyancourt,Plus de 10 000 employés,2000,Entreprise non cotée en bourse,Production alimentaire,Agriculture et sylviculture,Entre 10 et 25 millions de dollars US
Data Scientist_Machine Learning Engineer,40 k € - 45 k € (Esti. de Glassdoor),"Job ID: 16323
Lieu: Toulouse, FR
Vitesco Technologies est un des principaux équipementiers internationaux, spécialisé dans le développement et la fabrication de technologies de propulsion de pointe pour une mobilité durable. Avec des solutions systèmes intelligents et des composants pour les véhicules électriques, hybrides et thermiques, Vitesco Technologies contribue à rendre la mobilité propre, efficace et abordable. La gamme de produits comprend des moteurs électriques, des systèmes de contrôle électroniques, des capteurs, des actionneurs ainsi que des solutions de post-traitement des gaz d’échappement. En 2020, Vitesco Technologies a enregistré environ 8 milliards d’euros de ventes et emploie près de 40 000 personnes dans environ 50 sites dans le monde.",3.4,"Vitesco Technologies
3.4",Toulouse,Plus de 10 000 employés,2021,Entreprise cotée en bourse,Fabrication d''équipement de transport,Fabrication,Entre 5 et 10 milliards de dollars US
Data Analyst-FIAT,40 k € - 45 k € (Esti. de Glassdoor),"Binance is the global blockchain company behind the world’s largest digital asset exchange by trading volume and users, serving a greater mission to accelerate cryptocurrency adoption and increase the freedom of money.

Are you looking to be a part of the most influential company in the blockchain industry and contribute to the crypto-currency revolution that is changing the world?
Responsibilities:
Working closely with different stakeholders (e.g. Operation, Business, Product, etc.) to develop analyses that lead to actionable business or product insights",3.8,"Binance
3.8",Paris,De 1 001 à 5 000 employés,2017,Entreprise non cotée en bourse,Internet,Informatique,Entre 500 millions et 1 milliard $ (USD)
Data Scientist (H/F),40 k € - 45 k € (Esti. de Glassdoor),"Date Limite Candidature : lundi 14 mars 2022
Assurez-vous que votre profil candidat soit correctement renseigné avant de postuler. Les informations de votre profil complètent celles associées à chaque candidature. Afin d’augmenter votre visibilité sur notre Portail Emploi et ainsi permettre aux recruteurs de consulter votre profil candidat, vous avez la possibilité de déposer votre CV dans notre CVThèque en un clic !
Informations générales
Référence : UMR6205-EVAGOU-001
Lieu de travail : VANNES
Date de publication : lundi 21 février 2022
Type de contrat : CDD Scientifique
Durée du contrat : 24 mois
Date d'embauche prévue : 1 avril 2022
Quotité de travail : Temps complet
Rémunération : 2100 et 2400 €
Niveau d'études souhaité : Bac+5
Expérience souhaitée : Indifférent
l'évaluation d'indicateurs techniques permettant d'expliquer les variations des
actifs étudiés.
évolutions à court et moyen terme.
les modèles de gestions d'actifs développés.
sur les marchés de cryptomonnaies sous des délais courts (de l'ordre d'une
dizaine de secondes), et ce, en s'adaptant aux données observées en continue.
de machine learning ;
sein du laboratoire LMBA (Vannes).",3.8,"CNRS
3.8",Vannes,Plus de 10 000 employés,1939,Enseignement supérieur/universitaire,Organismes fédéraux,Gouvernement,Entre 50 et 100 millions de dollars US
Research Data Scientist,40 k € - 45 k € (Esti. de Glassdoor),"The Infrastructure Quantitative Engineering group is responsible for the strategic analysis to support and enable the continued growth critical to Facebook’s infrastructure organization. We are applied quantitative and computational experts using math, statistics and machine learning to measure & optimize cost, performance, reliability and efficiency of Facebook’s infrastructure & global telecom systems to deliver the best experience to our global audience. The ideal candidate will be passionate about Facebook, have strong analytical and modeling aptitude and has experience using data to drive cost effective decision making.


Research Data Scientist Responsibilities:",4.3,"Facebook App
4.3",Télétravail,Plus de 10 000 employés,2004,Entreprise cotée en bourse,Internet,Informatique,Entre 5 et 10 milliards de dollars US
DATA ANALYST,40 k € - 45 k € (Esti. de Glassdoor),"Type de contrat
Regular / Permanent
QUI SOMMES-NOUS
SUEZ TI (Infrastructures de traitement) correspond à l'expertise transversale de SUEZ dédiée aux infrastructures d'eau et de traitement des déchets pour les marchés municipaux et industriels. Son large périmètre d’activités couvre les domaines de la conception, de la construction, de la finance et de l’exploitation en apportant une expertise technique dans la gestion de projets.

VOTRE MISSION
La Direction Technique et Innovation de SUEZ Infrastructures de Traitement recrute :",3.7,"SUEZ
3.7",Paris,Plus de 10 000 employés,1858,Entreprise non cotée en bourse,Services publics de distribution,"Pétrole, gaz, énergie et services publics",Plus de 10 milliards de dollars US
Data Scientist,40 k € - 45 k € (Esti. de Glassdoor),"Missions et responsabilités
Vous effectuez des missions à forte valeur ajoutée au sein de dispositifs pluridisciplinaires (Ingénieur, Data Scientist, Architecte, Chef de projet, Formateur, etc.)
Vous intervenez en AMOA et MOE sur des projets majeurs de transformation des usages de la Business Intelligence et/ou Data Science de nos clients.
Au sein d’une équipe solidaire, dynamique et audacieuse, selon vos compétences et vos appétences, vous participerez ou prendrez le lead sur :",-1,DATATORII,France,-1,-1,-1,-1,-1,-1
"Data Scientist, Product Analytics",40 k € - 45 k € (Esti. de Glassdoor),"As a Data Scientist at Facebook, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Oculus). By applying your technical skills, analytical mindset, and product intuition to one of the richest data sets in the world, you will help define the experiences we build for billions of people and hundreds of millions of businesses around the world. You will collaborate on a wide array of product and business problems with a diverse set of cross-functional partners across Product, Engineering, Research, Data Engineering, Marketing, Sales, Finance and others. You will use data and analysis to identify and solve product development’s biggest challenges. You will influence product strategy and investment decisions with data, be focused on impact, and collaborate with other teams. By joining Facebook, you will become part of a world-class analytics community dedicated to skill development and career growth in analytics and beyond.Product leadership: You will use data to shape product development, quantify new opportunities, identify upcoming challenges, and ensure the products we build bring value to people, businesses, and Facebook. You will help your partner teams prioritize what to build, set goals, and understand their product’s ecosystem.Analytics: You will guide teams using data and insights. You will focus on developing hypotheses and employ a diverse toolkit of rigorous analytical approaches, different methodologies, frameworks, and technical approaches to test them.Communication and influence: You won’t simply present data, but tell data-driven stories. You will convince and influence your partners using clear insights and recommendations. You will build credibility through structure and clarity, and be a trusted strategic partner.",4.3,"Facebook App
4.3",Télétravail,Plus de 10 000 employés,2004,Entreprise cotée en bourse,Internet,Informatique,Entre 5 et 10 milliards de dollars US
Data Scientist (F/H),40 k € - 45 k € (Esti. de Glassdoor),"QUI SOMMES-NOUS ?
L’activité Systèmes terrestres et aériens conçoit des systèmes, des équipements, des capteurs et des services pour le contrôle du trafic aérien civil et militaire, la défense aérienne ainsi que le combat naval et terrestre.
Le site de Rungis est idéalement situé à proximité de l’aéroport d’Orly. Site à l’architecture moderne, il compte aujourd’hui plus de 1000 collaborateurs travaillant pour nos trois domaines d’activité : les radars, le contrôle du trafic aérien et les systèmes d’armes avancés.
QUI ETES-VOUS ?
Innovation, passion, ambition : rejoignez Thales et créez le monde de demain, dès aujourd’hui.",3.7,"Thales Group
3.9",Rungis,Plus de 10 000 employés,2000,Entreprise cotée en bourse,Aérospatiale et Défense,Aérospatiale et Défense,Plus de 10 milliards de dollars US
Data Scientist,40 k € - 45 k € (Esti. de Glassdoor),"We believe in a world where all cars are shared. Carsharing empowers people to get going in a smarter, easier way, while also having a positive impact on the environment and making cities more liveable. It’s this vision that propels us forward and inspires us to think even bigger.
Since April 2019, Drivy is now part of Getaround. Together, we’re the world's leading carsharing platform with a community of more than 5 million users sharing over 11,000 connected cars across 7 countries.
Our team is collaborative, positive, curious, and engaged. We think fast, work smart, laugh often, and are looking for like-minded people to join us in our mission to disrupt car ownership and make cities better.
Your mission",3.5,"Getaround
3.5",Paris,Entre 201 et 500 employés,2009,Entreprise non cotée en bourse,Internet,Informatique,Entre 25 et 50 millions de dollars US
Senior Data Scientist & Machine Learning Engineer H/F,40 k € - 45 k € (Esti. de Glassdoor),"Experience
3 to 5 years
Related jobs
Programming
Industries
Digital / E-commerce, Recruitment / Training
Remote work type",4.6,"JobTeaser
4.6",Paris,Entre 201 et 500 employés,2008,Inconnu,Internet,Informatique,Ne sait pas / non applicable
Analyste données Énergie F/H,40 k € - 45 k € (Esti. de Glassdoor),"Etablissement :
Enercoop National
Type de contrat :
CDI
Temps de travail :
Temps plein
Lieu
Paris
€
Salaire
2600 € - 3000 € / mois",-1,Enercoop,Paris,-1,-1,-1,-1,-1,-1
Data Scientist H/F,40 k € - 45 k € (Esti. de Glassdoor),"Environnement
Fintech interne du groupe Crédit Agricole spécialisée en Data Science, CRAFT opère pour le compte des Caisses Régionales de Crédit Agricole, et plus particulièrement pour le compte de ses 8 actionnaires (Ile-de-France, Nord Est, Brie Picardie, Centre France, Alpes Provence, Nord Midi Pyrénées, Pyrénées Gascogne, Languedoc ; totalisant plus de 7 millions de clients).
Rejoindre CRAFT, c’est participer à la valorisation d’un périmètre de données très large, couvrant la banque de détail dans toutes ses dimensions (marchés particuliers, agricoles, professionnels et entreprises ; usages marketing, distributifs, RPA, ...).",-1,CRAFT,Paris,-1,-1,-1,-1,-1,-1
Data Scientist Computer Vision (F/M/X) - CDI,35 k € - 60 k € (Esti. de Glassdoor),"Jellysmack is the global creator company that detects and develops the world's most talented video creators on social media. We're an optimistic crew who naturally goes the extra mile, has a glass-half-full mindset, and sees challenges as opportunities. We look for positive people who think outside the box, are inventive, bold, lead change, and believe that teamwork matters.
Team culture:
Our job is to take numbers and turn them into reasons to celebrate! Data drives everything we do at Jellysmack and is thus essential to the company. Data is at the heart of our success, and it drives the content we create and how we edit videos so we can optimize everything we publish. Everyone on our team is capable of going above and beyond the call of duty. Our goal is to gather and analyze data to help the company grow. Do you have what it takes to be part of our team?",4.1,"Jellysmack
4.1",France,De 501 à 1 000 employés,2016,Entreprise non cotée en bourse,Internet,Informatique,Ne sait pas / non applicable
Ingénieur DATA Analyst (H/F),35 k € - 60 k € (Esti. de Glassdoor),"ENGIE IT apporte les meilleures solutions IT à l’ensemble des BU du Groupe ENGIE et les aide à relever tous les défis énergétiques d’aujourd’hui et de demain.
Avec nous, vous pouvez avoir à la fois l’agilité et la bienveillance d’une PME et la solidité et l’envergure d’un grand groupe, l’expertise et l’engagement, l’audace et l’excellence.
Rejoignez ENGIE IT et faites vivre l’IT au cœur de la transition énergétique en tant que :
Ingénieur Data Analyst (H/F)
Bagneux / St Ouen (IDF)
Qualifications
Activités principales :",3.7,"ENGIE IT
3.7",Saint-Ouen,De 5 001 à 10 000 employés,1995,Entreprise cotée en bourse,Énergie,"Pétrole, gaz, énergie et services publics",Entre 2 et 5 milliards de dollars US
Data Scientist junior H/F,35 k € - 60 k € (Esti. de Glassdoor),"Systèmes d'Information
PARIS LA DEFENSE-TOUR INITIALE(FRA)
France
Description du poste


TotalEnergies recherche un(e) Data Scientist junior. Le poste est basé à La Défense.
Pour réussir à intégrer les métiers de l’électricité et des énergies renouvelables, TotalEnergies a créé une nouvelle entité OneTech qui regroupe l'ensemble des expertises techniques et de R&D des branches (Exploration & Production, Raffinage Chimie, Marketing & Services et Gas, Renewables & Power). Avec près de 3 400 ingénieurs et techniciens répartis sur plusieurs sites en Europe, OneTech est organisé autour de 3 pôles, un pôle industriel pour accompagner la croissance de la Compagnie dans le gaz, les énergies renouvelables, l’électricité et la réduction des émissions de CO2, un pôle Recherche & Développement pour poursuivre la transformation de TotalEnergies en donnant la priorité au mix bas carbone et un pôle fonctions supports.

Dans un contexte de mutation technologique rapide et de transformation digitale de la Compagnie , vous serez amené à coordonner des activités récurrentes (réception, chargement, recherche et mise à disposition de données), à assurer le suivi technique de bases de données et à optimiser et automatiser des workflows au large périmètre des données industrielles. Vous serez moteur pour assurer la transformation digitale.

Rattaché (e ) au responsable d’équipe Technical Document, au sein d’une équipe d’environ dix personnes travaillant sur des projets Data Sciences, vos principales missions sont les suivantes :",4.0,"TotalEnergies
4.0",Paris,Plus de 10 000 employés,1924,Entreprise cotée en bourse,Énergie,"Pétrole, gaz, énergie et services publics",Entre 25 et 50 millions de dollars US
Artificial Intelligence & Machine Learning Data Scientist,35 k € - 60 k € (Esti. de Glassdoor),"Artificial Intelligence & Machine Learning Data Scientist
Clamart - France

Job Title:
Artificial Intelligence & Machine Learning Data Scientist

Location:",3.8,"Schlumberger
3.8",Clamart,Plus de 10 000 employés,1926,Entreprise cotée en bourse,Services pétroliers et gaziers,"Pétrole, gaz, énergie et services publics",Plus de 10 milliards de dollars US
Apprentie Data Scientist,35 k € - 60 k € (Esti. de Glassdoor),"FIRMENICH est la plus grande entreprise familiale dans le domaine de la création de parfums et arômes alimentaires. Société suisse de dimension internationale notre passion pour les parfums et les arômes, notre créativité et notre innovation, associés à notre compréhension des perceptions sensorielles et des tendances ont fait notre réputation. Nos importants investissements en R&D nourrissent notre désir de comprendre, partager et réinventer le meilleur de ce que la nature nous offre dans le domaine des arômes et des parfums.

FIRMENICH emploie environ 10 000 personnes dans le monde dans 64 pays.

Firmenich recherche,

un(e) Alternant(e) Data Scientist

à compter de Septembre 2022 basé à Neuilly-sur-Seine

Type de contrat Apprentissage

Durée 24 mois

Localisation 41-43 rue de Villiers 92200 Neuilly-sur-Seine

Key Responsabilities

We value

Vous êtes reconnu comme une personne autonome, agile et allant de l’avant. Vous êtes reconnue comme une personne enthousiaste, avec un relationnel facile. Grâce à votre rigueur et le respect des règles et consignes, vous apprenez vite. Vous aimez apprendre seul, vous aimez suivre des protocoles.

Vous savez apporter des idées nouvelles, en respectant la forme et le fond.

Vos premiers stages ont confirmé votre intérêt pour le secteur BtoB et/ou BtC international et vous ont déjà permis de développer vos connaissances et votre motivation pour les métiers des Achats.


Profil

Master 1 Statistique biologie, Science
Anglais, Fluent

We offer

Firmenich Paris recense une communauté de 350 collaborateurs engagés, passionnés par leur métier, experts et aimant le partage de leur savoir-faire.

Notre communauté de salariés est très engagée sur les thématiques du développement durable, de la diversité et l’inclusion ainsi que les droits humains.

En tant qu’alternant chez Firmenich vous participerez à un parcours d’excellence, inspirant facilitant l’employabilité. Vous allez vous créer un réseau international en rejoignant un groupe de 30 alternants au sein d’une entreprise où le partage du savoir-faire est la clé de notre succès.

Durant votre apprentissage vous serez accompagné d’un tuteur expert qui aura pour rôle de vous former et de vous guider tout au long de votre intégration.

Nous offrons à nos salariés de nombreux avantages (Parking, carte tickets restaurants, télé travail, participation etc...)

#LI-FIR1",3.7,"Firmenich
3.7",Paris,De 5 001 à 10 000 employés,1895,Entreprise non cotée en bourse,"Magasins de chaussures, de vêtements et grands magasins",Vente au détail,Entre 2 et 5 milliards de dollars US
Airbus Atlantic - Analyste décisionnel - Data Analyst - Industrie du Futur (H/F),35 k € - 60 k € (Esti. de Glassdoor),"Job Description:
Vous êtes à la recherche d'un nouveau challenge ?
Vous avez la volonté d'être moteur dans le processus de transformation du secteur Aéronautique en vue de préparer l'avion de demain ? Rejoignez l'industrie du Futur Airbus Atlantic !
L'ambition est de préparer notre Industrie pour le futur avion décarboné en réponse aux enjeux environnementaux et de compétitivité que porte Airbus Atlantic.
Un poste de Data Analyst (H/F) vient de s'ouvrir au sein d'Airbus Atlantic, basé à Toulouse.
Vous rejoindrez le département Digital Transformation Office (DTO) pour travailler dans le cadre du programme « Industrie du Futur ». Notre activité s'axe autour de la data intelligence et de la digitalisation des processus industriels.


Airbus Atlantic
Permanent Contract / CDI / Unbefristet / Contrato indefinido
Professional / Expérimenté(e) / Professionell / Profesional
Information Mgmt and Digital Technology <JF-IM-DI>",4.1,"Airbus
4.1",Toulouse,Plus de 10 000 employés,1970,Entreprise cotée en bourse,Aérospatiale et Défense,Aérospatiale et Défense,Plus de 10 milliards de dollars US
Data Scientist H/F,35 k € - 60 k € (Esti. de Glassdoor),"nöus
umlaut, part of Accenture, est un partenaire mondial de bout en bout de 5000 personnes qui offre des services complets dans tous les secteurs d'activité et qui met en œuvre ses capacités de conseil et de réalisation interdisciplinaires et collaboratives pour améliorer le sort de ses clients et - en plus de cela - pour ajouter de la valeur, de la qualité et de l'attention à leurs organisations et à leurs produits.
notre öffre
vous participerez à la définition et au développement de nouveaux concepts et outils utilisés dans le traitement automatique et l'analyse des big data. Vous serez chargé(e) de :",3.7,"umlaut
3.7",Blagnac,De 1 001 à 5 000 employés,1996,Entreprise non cotée en bourse,Conseils,Services aux entreprises,Ne sait pas / non applicable
Data Scientist - Open-Data Miner,35 k € - 60 k € (Esti. de Glassdoor),"Location
75001 PARIS
France
Job type
Contrat à Durée Indéterminée
Company
Founded in 2014, Deepki supports real estate players in their transition to net zero and sustainability. To achieve this transition towards sustainability, Deepki helps realign stakeholders’ interests to build efficient strategies and transform real estate into a positive force for the planet.
Deepki is the only company offering a fully populated ESG data intelligence platform combined with expert advisory services. The company’s end-to-end solutions leverage data to improve ESG performance and enhance the value of real estate assets.",4.5,"DEEPKI
4.5",Paris,De 51 à 200 employés,Entreprise non cotée en bourse,Matériel et logiciels informatiques,Informatique,Ne sait pas / non applicable,-1
Agronomical Data Analyst Scientist (F/M) - France or Hungary,35 k € - 60 k € (Esti. de Glassdoor),"Chez Bayer nous sommes des visionnaires motivés pour résoudre les défis de notre époque. Nous œuvrons pour un monde où La santé pour tous, la faim pour personne n’est plus un rêve, mais bien une possibilité. Nous agissons avec énergie, curiosité et un engagement absolu, en apprenant en permanence grâce à l’éclairage unique de ceux qui nous entourent, en élargissant notre réflexion, en développant nos compétences et en redéfinissant le champ des possibles. Il y a tellement de raisons de nous rejoindre. Vous avez envie d’une carrière pleine de sens, aux horizons diversifiés ? Vous souhaitez rejoindre une communauté qui se distingue par les esprits les plus brillants afin de contribuer au changement ? Le choix est simple !",4.1,"Bayer
4.1",Peyrehorade,Plus de 10 000 employés,1863,Entreprise non cotée en bourse,Biotechnologies et pharmaceutique,Biotechnologies et pharmaceutique,Plus de 10 milliards de dollars US
Audio data scientist,35 k € - 60 k € (Esti. de Glassdoor),"Vous aimez les nouvelles technologies et les technologies audio en particulier? Venez rejoindre une équipe d’experts de haut niveau appliquant les technologies de machine learning pour le traitement sonore.
Afin de développer son offre d’application d’outils de reconnaissance sonore, Wavely recherche un data scientist pour rejoindre son équipe technique. Celle-ci est dédiée au développement d’algorithmes de reconnaissance et de classification automatique des signaux sonores pour les intégrer au sein de capteurs acoustiques. Au sein de cette équipe :
Vous développez des outils de traitement du signal temps-réel pour la détection et la classification d’événements acoustiques.",4.5,"Wavely SAS
4.5",Villeneuve-d'Ascq,De 1 à 50 employés,2016,Entreprise non cotée en bourse,Solutions logicielles et réseau d''entreprise,Informatique,Ne sait pas / non applicable
Data Scientist H/F,35 k € - 60 k € (Esti. de Glassdoor),"Toulouse
CDI
Description du poste
Vous cherchez à rejoindre une équipe dynamique sur Toulouse ? Travailler dans un environnement Start Up avec les avantages d’une structure en pleine croissance telle que SOLUTEC ? Alors ce poste est fait pour vous !
Nous recherchons pour notre agence Toulousaine un(e) Data Scientist. Vous aurez pour missions :
Collecte des besoins des équipes métiers en termes d’analyse de données pertinentes pour l’entreprise
En tant que consultant, votre rôle comprendra également des aspects plus globaux, comme la veille technologique et le conseil auprès du client sur de nouveaux outils.
Issu(e) d'une formation ingénieur ou d'un cursus universitaire (Bac+4 /Bac+5, vous avez un vrai attrait pour les données. Vous avez dans l'idéal une bonne connaissance sur le langage Python (et/ou R). Attrait pour la Business Intelligence et les outils type Talend, Power BI, Qliksense, Tableau etc.",3.2,"Solutec
3.2",Toulouse,De 1 001 à 5 000 employés,Entreprise cotée en bourse,Services informatiques,Informatique,Entre 50 et 100 millions de dollars US,-1
Data analyste,35 k € - 60 k € (Esti. de Glassdoor),"Description
vrai plus, c’est que cette communauté est sans frontières ! Nos collaborateurs travaillent au quotidien avec tous les métiers et avec notre réseau international. Et pour être au top de l’innovation, on a ce qui se fait de mieux en matière d’environnement de travail et d’outils technos : datalab, delta room, intelligence artificielle, machine learning…
Résultats ? Une activité multipliée par 2 en 3 ans (et ce n’est pas fini), une expertise reconnue et une position de leader en France.
Bienvenue au cœur du big bang !
Le Centre de Services Data Management
Tu souhaites monter en compétences sur le traitement de datas ? Et si tu rejoignais le centre dédié à l’analyse de données/data management de PwC ?

L’équipe SODA basée à Montpellier est un Centre de Services Data Management d’une cinquantaine de collaborateurs en période de pic d’activité pour une moyenne de 40 à 45 collaborateurs, principalement composée Data Analystes et complétée par des développeurs de haut niveau.
Tout au long de l’année, SODA accompagne les équipes Audit PwC dans l’efficacité et la qualité des missions en proposant des services de traitement des données.",3.9,"PwC
3.9",Montpellier,Plus de 10 000 employés,1998,Entreprise non cotée en bourse,Conseils,Services aux entreprises,Entre 5 et 10 milliards de dollars US
Data Analyst-FIAT,35 k € - 60 k € (Esti. de Glassdoor),"Binance is the global blockchain company behind the world’s largest digital asset exchange by trading volume and users, serving a greater mission to accelerate cryptocurrency adoption and increase the freedom of money.

Are you looking to be a part of the most influential company in the blockchain industry and contribute to the crypto-currency revolution that is changing the world?
Responsibilities:
Working closely with different stakeholders (e.g. Operation, Business, Product, etc.) to develop analyses that lead to actionable business or product insights",3.8,"Binance
3.8",Paris,De 1 001 à 5 000 employés,2017,Entreprise non cotée en bourse,Internet,Informatique,Entre 500 millions et 1 milliard $ (USD)
Data Scientist,35 k € - 60 k € (Esti. de Glassdoor),"Gather and analyze customer needs to propose solutions
Conduct statistical studies
Conduct research to propose new machine learning models to improve the results of predictive and imaging models
Work with all team members to prototype and develop new services
Provide deliverables such as PoCs, presentations, and technical papers.
yöu
Master's degree in engineering, computer science, statistics or mathematics.",3.7,"umlaut AG
3.7",Toulouse,De 1 001 à 5 000 employés,1996,Entreprise non cotée en bourse,Conseils,Services aux entreprises,Ne sait pas / non applicable
Data Scientist - FRANFINANCE-(H/F),35 k € - 60 k € (Esti. de Glassdoor),"Vos missions au quotidien
Au sein de la Direction Datascience Marketing et Modélisation de la Division du Financement aux Particuliers, qui produit et distribue des crédits et des services auprès de particuliers en direct ou par l’intermédiaire de partenaires (distributeurs, assureurs, banquiers et fintech), vous rejoignez le pôle Datascience et Risque en tant que Data Scientist.
Le Data Scientist aura la charge de :
Assurer et faire évoluer nos reportings distribués aux différentes directions de FRANFINANCE (risque, finance, recouvrement, marketing) et à nos partenaires",3.7,"Franfinance
3.7",Nanterre,Plus de 10 000 employés,1864,Entreprise non cotée en bourse,Investissements bancaires et gestion d''actifs,Finances,Plus de 10 milliards de dollars US
