Job Title,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,Employer Provided,min salary,max salary,avg salary,State,Age,Python,R,SQL,Machine Learning,Big Data,Statistique,Math,Master,AWS
Ingénieur Data Science H/F,"Type de contrat :
CDI

Niveau de formation :
BAC +4 / BAC +5

Spécialité(s) :
Recherche & Développement

Pays / Région :
France

Ville :
PALAISEAU",4.0,"EDF
",Palaiseau,Plus de 10 000 employés,1946,Entreprise cotée en bourse,Énergie,"Pétrole, gaz, énergie et services publics",Plus de 10 milliards de dollars US,0,0,40,45,42.5,Palaiseau,76,0,1,0,0,0,0,0,0,0
Data Scientist (H/F) (IT),"Vous aurez donc les missions principales suivantes : 

 Analyse de l’existant et diagnostic sur la base des rapports existants

 Structuration et priorisation des étapes du projet Dashboard UX

 Identification des KPIs probants relatifs aux objectifs utilisateur et métier

 Conception du modèle de données de la Dataviz

 Animation des ateliers de conception des Dataviz

 Création du Dashboard UX

 Proposition des restitutions graphiques et visuelles pour améliorer le pilotage de l’activité UX dans l’outil de Dataviz

 Alimentation des données et enrichissement du Datamart

 Recensement des hypothèses identifiées

 Exploration des données pour confirmer ou infirmer les hypothèses relatives à l’expérience client

 Développement de la connaissance client par l’exploration des données et contribution à la création des Personae

 Formation et accompagnement des utilisateurs sur l’exploitation du Dashboard UX

 Contribution à la montée en compétences des équipes métiers",4.2,"CITECH
",Marseille,De 51 à 200 employés,2013,Cabinet / Société du secteur privé,Services informatiques,Informatique,Entre 1 et 5 millions de dollars US,0,0,40,45,42.5,Marseille,9,0,1,0,0,0,0,0,0,0
Data Analyst,"Parmi les missions qui vous seront confiées :
La construction et la présentation d’études statistiques et marketing ;
Le traitement et l’exploitation des données issues de nos systèmes de comptages, captation, intégration et croisement avec des données de sources externes ;
Le développement d’indicateurs pertinents facilitant la prise de décision de nos clients (fréquentations, parcours clients, retours sur investissements, optimisation des espaces et parcours …) ;
L’amélioration continue de nos outils de détection d’anomalies afin de garantir à nos clients des données de qualité ;
Participations aux projets de développement informatiques des logiciels de contrôle et d’analyse de données clients (définition du besoin et recette) ;
D’une manière générale, participer au développement de nos services data orientés clients leur apportant les indicateurs clés et l’analyse prédictive facilitant leur prise de décision en matière commerciale, marketing et de développement.
Exploitation de base de données
Excellentes capacités analytiques et bases statistiques
Maîtrise d’outils analytiques types SAS, R, Python …
Capacité à participer à des projets d’évolutions des applications clients et de migration de systèmes d’information
Esprit d’équipe (vous aimez partager, former, assister)
Force de proposition, curiosité d’esprit,
Bonne communication écrite et orale
Excel, VBA, Powerpoint,
Orientation client avec une bonne sensibilité marketing pour un bonne compréhension des besoins et enjeux clients (Directions et Directions marketing) et marchés
Collaboration étroite avec tous les services internes (Développement logiciel, SAV, Direction)
Et nos clients
Un master professionnel (ou équivalent) spécialisé en études statistiques et marketing, en data, ou une double formation informatique data et marketing.
Un anglais opérationnel facilitera votre progression professionnelle dans la société ou le Groupe (France et international)
holacratino
Mutuelle prise en charge à 75% par l'entreprise
tickets restaurants (6€/ jour - pris en charge à 50%)
Intéressement",-1.0,Quantaflow,Honfleur,De 51 à 200 employés,1996,Entreprise non cotée en bourse,-1,-1,-1,0,0,40,45,42.5,Honfleur,26,1,1,0,0,0,1,0,1,0
Data Analyst Sales (F/M/X) - CDI,"Jellysmack is the global creator company that detects and develops the world's most talented video creators on social media. We're an optimistic crew who naturally goes the extra mile, has a glass-half-full mindset, and sees challenges as opportunities. We look for positive people who think outside the box, are inventive, bold, lead change, and believe that teamwork matters.
Team culture:
Our job is to take numbers and turn them into reasons to celebrate! Data drives everything we do at Jellysmack and is thus essential to the company. Data is at the heart of our success, and it drives the content we create and how we edit videos so we can optimize everything we publish. Everyone on our team is capable of going above and beyond the call of duty. Our goal is to gather and analyze data to help the company grow. Do you have what it takes to be part of our team?",4.1,"Jellysmack
",France,De 501 à 1 000 employés,2016,Entreprise non cotée en bourse,Internet,Informatique,Ne sait pas / non applicable,0,0,40,45,42.5,France,6,0,0,0,0,0,0,0,0,0
Data analyst / Data scientist / Freelance,"Intitulé de la mission : Data analyst / Data scientist Contexte : En relation directe avec les traders et les développeurs des automates de trading. Mission : Traitement de données : - Import - Cleaning - Processing Prérequis : - Bonne connaissance techniques en Python (Pandas, Numpy, Sklearn, Tensorflow, Jupyter Notebook) et plus généralement solides bases IT et idéalement des connaissances en C# - Anglais/français - Capacité à comprendre rapidement les instruments financiers Bonds, swaps, futurs, options - Réactivité, capacité à s'intégrer à un environnement front office exigeant et à échanger directement avec les traders",-1.0,Ela Technology,Île-de-France,Inconnu,2017,Entreprise non cotée en bourse,-1,-1,-1,0,0,40,45,42.5,Île-de-France,5,1,1,0,0,0,0,0,0,0
KERING Data Scientist,"Summary
À propos de Kering
Groupe de Luxe mondial, Kering regroupe et fait grandir un ensemble de Maisons emblématiques dans la Mode, la Maroquinerie, la Joaillerie et l’Horlogerie : Gucci, Saint Laurent, Bottega Veneta, Balenciaga, Alexander McQueen, Brioni, Boucheron, Pomellato, Dodo, Qeelin, Ulysse Nardin, Girard-Perregaux, ainsi que Kering Eyewear. Avec un effectif de 38 000 collaborateurs à travers le monde et un chiffre d'affaires de 13,1 milliards d’euros en 2020, Kering est un acteur majeur du Luxe.
Notre signature, Empowering Imagination, exprime nos engagements ainsi que la valeur que nous souhaitons apporter à l’ensemble de nos parties prenantes : en apportant un soutien sans faille à nos Maisons et en confiant leur direction artistique à des talents singuliers, en encourageant l’innovation et en développant les talents, et en améliorant sans cesse les standards sociaux et environnementaux du secteur.
Une culture et une détermination communes unissent nos Maisons. Ensemble, nous construisons un groupe de Luxe unique, passionné et responsable, qui œuvre à faire bouger les lignes de façon positive.
Rejoignez-nous pour façonner à nos côtés le Luxe de demain.

About Kering

As a global Luxury group, Kering manages the development of a series of renowned Maisons in Fashion, Leather Goods, Jewelry and Watches: Gucci, Saint Laurent, Bottega Veneta, Balenciaga, Alexander McQueen, Brioni, Boucheron, Pomellato, Dodo, Qeelin, Ulysse Nardin, Girard-Perregaux, as well as Kering Eyewear. By placing creativity at the heart of its strategy, Kering enables its Maisons to set new limits in terms of their creative expression while crafting tomorrow's Luxury in a sustainable and responsible way. We capture these beliefs in our signature: “Empowering Imagination.” In 2020, Kering had nearly 38,000 employees and restated revenue of €13.1 billion.


Regular
2022-06-15
Full time
Kering SA",3.9,"Kering SA
",Paris,Plus de 10 000 employés,1963,Entreprise cotée en bourse,"Magasins de chaussures, de vêtements et grands magasins",Vente au détail,Plus de 10 milliards de dollars US,0,0,40,45,42.5,Paris,59,0,1,0,0,0,0,0,0,0
Data Scientist H/F/NB,"Description de l'entreprise

Les 19 000 membres de l'équipe d'Ubisoft, répartis sur plus de 40 sites dans le monde, sont liés par une mission commune : enrichir la vie des joueurs et des joueuses en leur offrant des expériences de jeu originales et mémorables. Leur dévouement et leur talent ont donné vie à de nombreuses franchises acclamées telles que Assassin's Creed, Far Cry, Watch Dogs, Just Dance, Rainbow Six, et bien d'autres à venir. Ubisoft est un employeur qui souscrit au principe de l'égalité des chances et qui estime que la diversité des origines et des points de vue est essentielle pour créer des univers où les joueurs, les joueuses et les équipes peuvent s'épanouir et s'exprimer.",3.9,"Ubisoft
",Paris,Plus de 10 000 employés,1986,Entreprise cotée en bourse,Jeux vidéo,Médias,Entre 2 et 5 milliards de dollars US,0,0,40,45,42.5,Paris,36,0,1,0,0,0,0,0,0,0
Statisticien/Data scientist F/H,"Contexte
Le saviez-vous ?
L'Assurance retraite, 1er régime de retraite en France, est constituée d'une caisse nationale (Cnav) et d'un réseau de caisses régionales (Carsat, CGSS, CSS). Elle gère la retraite de base des salariés, travailleurs indépendants, contractuels de droit public et artistes-auteurs (21 millions de salariés cotisants, 15 millions de retraités, 122.8 milliards d'euros versés chaque année, plus de 14000 salariés). Pilote du réseau retraite au niveau national, la Cnav qui compte plus de 3600 collaborateurs, assure également des fonctions opérationnelles à travers le traitement des dossiers de ses assurés pour l'ensemble de l’île de France.


Niveau de qualification NIVEAU 7",3.2,"CNAV
",Paris,Inconnu,2011,Entreprise non cotée en bourse,Agences et courtage en assurance,Assurance,Ne sait pas / non applicable,0,0,40,45,42.5,Paris,11,0,0,0,0,0,0,0,0,0
Data Scientist H/F,"Description du poste
Le pôle Debt Optimisation & Distribution comprend plusieurs missions :

Les équipes d’Origination sont en charge, pour les clients Corporate et institutions financières, de l’Origination, de la structuration et de l’arrangement des crédits syndiqués et bilatéraux à moyen et long termes ;
Les équipes de distribution sont en charge de la distribution sur les marchés primaires et secondaires de tous les crédits syndiqués arrangés par crédit Agricole CIB (aussi bien les financements Corporate que les financements structurés/spécialisés arrangés par les autres métiers de financement de la Banque) ;",4.1,"Crédit Agricole CIB
",Montrouge,De 5 001 à 10 000 employés,1885,Entreprise cotée en bourse,Investissements bancaires et gestion d''actifs,Finances,Plus de 10 milliards de dollars US,0,0,40,45,42.5,Montrouge,137,0,0,0,0,0,0,0,0,0
Data Scientist,"Description de l'entreprise*
Qui sommes-nous ?*
Ysance est une société spécialisée dans la data créée en 2005. Nous faisons partie du groupe Devoteam, leader du conseil en stratégie digitale, plateformes technologiques et cybersécurité.
Nous sommes organisés en deux communautés très complémentaires : Tech for Data (engineering & architecture) et Data for Business (data science, viz, data analytics). Nos équipes accompagnent les entreprises pour faire de la data un accélérateur business. Cet accompagnement couvre à la fois les problématiques de gestion de la data dans des environnements « on premise » mais également un fort savoir-faire dans les sujets de move to cloud ; Ysance s’appuyant sur les capacités de* Devoteam, leader sur le cloud avec des partenariats de référence sur GCP, AWS, Azure, …*
Dans le cadre de notre développement, nous renforçons nos équipes !

Ysance a développé un programme solide de formations & certifications (partenariats avec …), notamment sur les technologies cloud (, …)
Ysance intervient dans de (Retail, luxe, média, télécoms, banque, industrie, …) pour des grands comptes internationaux
La garantie d’intervenir sur des sujets précis au cœur de votre expertise
Ysance c’est avant tout une bénéficiant de* l’écosystème d’un grand groupe*",3.6,"Ysance
",Levallois-Perret,De 51 à 200 employés,2007,Entreprise non cotée en bourse,-1,-1,-1,0,0,40,45,42.5,Levallois-Perret,15,0,1,0,0,0,0,0,0,1
Data Scientist (F/H),"QUI SOMMES-NOUS ?
L’activité Systèmes terrestres et aériens conçoit des systèmes, des équipements, des capteurs et des services pour le contrôle du trafic aérien civil et militaire, la défense aérienne ainsi que le combat naval et terrestre.
Le site de Rungis est idéalement situé à proximité de l’aéroport d’Orly. Site à l’architecture moderne, il compte aujourd’hui plus de 1000 collaborateurs travaillant pour nos trois domaines d’activité : les radars, le contrôle du trafic aérien et les systèmes d’armes avancés.
QUI ETES-VOUS ?
Innovation, passion, ambition : rejoignez Thales et créez le monde de demain, dès aujourd’hui.",3.5,"Thales Group
",Rungis,Plus de 10 000 employés,2000,Entreprise cotée en bourse,Aérospatiale et Défense,Aérospatiale et Défense,Plus de 10 milliards de dollars US,0,0,40,45,42.5,Rungis,22,0,1,0,0,0,0,0,0,0
Data Analyst (H/F),"Nous recherchons :
Un(e) collègue ayant de bonnes qualités relationnelles, autonome et pédagogue, et possédant une réelle envie d’apprendre dans un environnement technologique très dynamique. De formation supérieure Bac+5, vous avez au minimum 2 années d’expérience dans le domaine de l’analyse de données.
Vous maitrisez impérativement le langage SQL, un langage de programmation (Java, Python ...) ainsi qu’un outil de visualisation de données (Tableau, Qlik, ...).
Vous connaissez idéalement un environnement Cloud public (Google Cloud Platform, Amazon Web Services ...) ainsi qu’un ETL pour la préparation des données.

Vos missions :
Rattaché(e) au Business Data Analyst, votre mission se décompose en 3 volets:
Vous analysez les besoins des métiers, structurez les sources de données nécessaires dans notre datawarehouse puis créez les dashboards en adéquation avec ces besoins.
Vous vous assurez de la consistance des données en vérifiant leur qualité et leur cohérence.
Vous mettez en place les tests de cohérence des données et supervisez les “alertes” des bases opérationnelles et animez leurs corrections si besoin.
Vous effectuez toutes les extractions de données. Vous créez, exécutez et animez les analyses puis assurez le support aux utilisateurs sur les livrables fournis.",-1.0,mycommunIT,Anteuil,De 1 à 50 employés,2015,Recrutement et sous-traitance,Services aux entreprises,Ne sait pas / non applicable,-1,0,0,35,40,37.5,Anteuil,7,1,1,1,0,0,0,0,0,0
DATA SCIENTIST CYBERSECURITE H/F,"Contrat : CDI
Rémunération : Selon profil
Lieu : Toulouse et Paris
ITrust cherche ses JEDI !
Start-up devenue grande, ITrust est le leader européen en Intelligence artificielle appliquée à la cybersécurité défensive : véritable incubateur de talents, ITrust est à la fois expert en sécurité (conseil, audit, RedTeam, MSSP, formation) et éditeur de logiciels innovants avec IKare (scanner de vulnérabilités) et Reveelium (SIEM détecteur d’attaques inconnues, APT (Advanced Persistent Threat) et comportements malveillants par Machine Learning).
Résolument tournée vers l’international ITrust poursuit son développement avec l’ouverture de 2 nouveaux terrains de jeux : une école, l’AN21 pour former de jeunes padawans et un centre de recherche en IA pour contrer la « Menace Fantôme ».
Véritable visionnaire, à l’image de sa direction et de ses collaborateurs l’entreprise est animée par la passion des sujets de la cybersécurité et de l’intelligence artificielle.
ITrust est une entreprise innovante qui propose un environnement de travail stimulant et dynamique au sein d’une équipe d’experts drivés par un sentiment de convivialité, de solidarité et de confiance. Ces derniers ont toutes les cartes en main pour servir leurs propres ambitions et celles de l’entreprise.
Au-delà de son département de Professional services, SOC (Security Operations Center) et de Recherche & Développement, ITrust c’est aussi et surtout une famille, à la recherche de ses futurs membres !

Vous serez amené à intervenir et à développer vos compétences sur les thématiques suivantes :",2.7,"ITrust
",Toulouse,De 1 à 50 employés,2007,Entreprise non cotée en bourse,Services informatiques,Informatique,Moins d''un million de dollars US,0,0,35,40,37.5,Toulouse,15,0,1,0,1,0,0,0,0,0
Data Scientist (F/H),"QUI SOMMES-NOUS ?
L’activité Systèmes terrestres et aériens conçoit des systèmes, des équipements, des capteurs et des services pour le contrôle du trafic aérien civil et militaire, la défense aérienne ainsi que le combat naval et terrestre.
Le site de Rungis est idéalement situé à proximité de l’aéroport d’Orly. Site à l’architecture moderne, il compte aujourd’hui plus de 1000 collaborateurs travaillant pour nos trois domaines d’activité : les radars, le contrôle du trafic aérien et les systèmes d’armes avancés.
QUI ETES-VOUS ?
Innovation, passion, ambition : rejoignez Thales et créez le monde de demain, dès aujourd’hui.",3.5,"Thales Group
",Rungis,Plus de 10 000 employés,2000,Entreprise cotée en bourse,Aérospatiale et Défense,Aérospatiale et Défense,Plus de 10 milliards de dollars US,0,0,35,40,37.5,Rungis,22,0,1,0,0,0,0,0,0,0
Data Scientist Big Data (F/H),"Référence de l’offre
21122887
Type de contrat
CDI
Niveau d'expérience
Expérimentés
Société du groupeAXA France
Famille métierData Science
Localisation",4.3,"AXA
",Nanterre,Plus de 10 000 employés,1985,Entreprise non cotée en bourse,Sociétés d''assurance,Assurance,Entre 25 et 50 millions de dollars US,0,0,40,45,42.5,Nanterre,37,0,1,0,0,0,0,0,0,0
Data Scientist (F/H),"QUI SOMMES-NOUS ?
L’activité Systèmes terrestres et aériens conçoit des systèmes, des équipements, des capteurs et des services pour le contrôle du trafic aérien civil et militaire, la défense aérienne ainsi que le combat naval et terrestre.
Le site de Rungis est idéalement situé à proximité de l’aéroport d’Orly. Site à l’architecture moderne, il compte aujourd’hui plus de 1000 collaborateurs travaillant pour nos trois domaines d’activité : les radars, le contrôle du trafic aérien et les systèmes d’armes avancés.
QUI ETES-VOUS ?
Innovation, passion, ambition : rejoignez Thales et créez le monde de demain, dès aujourd’hui.",3.8,"Thales Group
",Rungis,Plus de 10 000 employés,2000,Entreprise cotée en bourse,Aérospatiale et Défense,Aérospatiale et Défense,Plus de 10 milliards de dollars US,0,0,40,45,42.5,Rungis,22,0,1,0,0,0,0,0,0,0
Data Scientist Big Data (F/H),"Référence de l’offre
21122887
Type de contrat
CDI
Niveau d'expérience
Expérimentés
Société du groupeAXA France
Famille métierData Science
Localisation",4.3,"AXA
",Nanterre,Plus de 10 000 employés,1985,Entreprise non cotée en bourse,Sociétés d''assurance,Assurance,Entre 25 et 50 millions de dollars US,0,0,35,60,47.5,Nanterre,37,0,1,0,0,0,0,0,0,0
"Data Scientist, Product Analytics","As a Data Scientist at Facebook, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Oculus). By applying your technical skills, analytical mindset, and product intuition to one of the richest data sets in the world, you will help define the experiences we build for billions of people and hundreds of millions of businesses around the world. You will collaborate on a wide array of product and business problems with a diverse set of cross-functional partners across Product, Engineering, Research, Data Engineering, Marketing, Sales, Finance and others. You will use data and analysis to identify and solve product development’s biggest challenges. You will influence product strategy and investment decisions with data, be focused on impact, and collaborate with other teams. By joining Facebook, you will become part of a world-class analytics community dedicated to skill development and career growth in analytics and beyond.Product leadership: You will use data to shape product development, quantify new opportunities, identify upcoming challenges, and ensure the products we build bring value to people, businesses, and Facebook. You will help your partner teams prioritize what to build, set goals, and understand their product’s ecosystem.Analytics: You will guide teams using data and insights. You will focus on developing hypotheses and employ a diverse toolkit of rigorous analytical approaches, different methodologies, frameworks, and technical approaches to test them.Communication and influence: You won’t simply present data, but tell data-driven stories. You will convince and influence your partners using clear insights and recommendations. You will build credibility through structure and clarity, and be a trusted strategic partner.",4.3,"Facebook App
",Télétravail,Plus de 10 000 employés,2004,Entreprise cotée en bourse,Internet,Informatique,Entre 5 et 10 milliards de dollars US,0,0,35,60,47.5,Télétravail,18,0,1,0,0,0,0,0,0,0
DATA SCIENTIST CYBERSECURITE H/F,"Contrat : CDI
Rémunération : Selon profil
Lieu : Toulouse et Paris
ITrust cherche ses JEDI !
Start-up devenue grande, ITrust est le leader européen en Intelligence artificielle appliquée à la cybersécurité défensive : véritable incubateur de talents, ITrust est à la fois expert en sécurité (conseil, audit, RedTeam, MSSP, formation) et éditeur de logiciels innovants avec IKare (scanner de vulnérabilités) et Reveelium (SIEM détecteur d’attaques inconnues, APT (Advanced Persistent Threat) et comportements malveillants par Machine Learning).
Résolument tournée vers l’international ITrust poursuit son développement avec l’ouverture de 2 nouveaux terrains de jeux : une école, l’AN21 pour former de jeunes padawans et un centre de recherche en IA pour contrer la « Menace Fantôme ».
Véritable visionnaire, à l’image de sa direction et de ses collaborateurs l’entreprise est animée par la passion des sujets de la cybersécurité et de l’intelligence artificielle.
ITrust est une entreprise innovante qui propose un environnement de travail stimulant et dynamique au sein d’une équipe d’experts drivés par un sentiment de convivialité, de solidarité et de confiance. Ces derniers ont toutes les cartes en main pour servir leurs propres ambitions et celles de l’entreprise.
Au-delà de son département de Professional services, SOC (Security Operations Center) et de Recherche & Développement, ITrust c’est aussi et surtout une famille, à la recherche de ses futurs membres !

Vous serez amené à intervenir et à développer vos compétences sur les thématiques suivantes :",2.7,"ITrust
",Toulouse,De 1 à 50 employés,2007,Entreprise non cotée en bourse,Services informatiques,Informatique,Moins d''un million de dollars US,0,0,35,60,47.5,Toulouse,15,0,1,0,1,0,0,0,0,0
Analyste données Énergie F/H,"Etablissement :
Enercoop National
Type de contrat :
CDI
Temps de travail :
Temps plein
Lieu
Paris
€
Salaire
2600 € - 3000 € / mois",-1.0,Enercoop,Paris,-1,-1,-1,-1,-1,-1,0,0,35,40,37.5,Paris,-1,0,0,0,0,0,0,0,0,0
Data Scientist Computer Vision (F/M/X) - CDI,"Jellysmack is the global creator company that detects and develops the world's most talented video creators on social media. We're an optimistic crew who naturally goes the extra mile, has a glass-half-full mindset, and sees challenges as opportunities. We look for positive people who think outside the box, are inventive, bold, lead change, and believe that teamwork matters.
Team culture:
Our job is to take numbers and turn them into reasons to celebrate! Data drives everything we do at Jellysmack and is thus essential to the company. Data is at the heart of our success, and it drives the content we create and how we edit videos so we can optimize everything we publish. Everyone on our team is capable of going above and beyond the call of duty. Our goal is to gather and analyze data to help the company grow. Do you have what it takes to be part of our team?",4.1,"Jellysmack
",France,De 501 à 1 000 employés,2016,Entreprise non cotée en bourse,Internet,Informatique,Ne sait pas / non applicable,0,0,40,45,42.5,France,6,0,0,0,0,0,0,0,0,0
Senior Data Scientist & Machine Learning Engineer H/F,"Experience
3 to 5 years
Related jobs
Programming
Industries
Digital / E-commerce, Recruitment / Training
Remote work type",4.6,"JobTeaser
",Paris,Entre 201 et 500 employés,2008,Inconnu,Internet,Informatique,Ne sait pas / non applicable,0,0,40,45,42.5,Paris,14,0,1,0,0,0,0,0,0,0
Analyste données Énergie F/H,"Etablissement :
Enercoop National
Type de contrat :
CDI
Temps de travail :
Temps plein
Lieu
Paris
€
Salaire
2600 € - 3000 € / mois",-1.0,Enercoop,Paris,-1,-1,-1,-1,-1,-1,0,0,40,45,42.5,Paris,-1,0,0,0,0,0,0,0,0,0
Data Scientist H/F,"Environnement
Fintech interne du groupe Crédit Agricole spécialisée en Data Science, CRAFT opère pour le compte des Caisses Régionales de Crédit Agricole, et plus particulièrement pour le compte de ses 8 actionnaires (Ile-de-France, Nord Est, Brie Picardie, Centre France, Alpes Provence, Nord Midi Pyrénées, Pyrénées Gascogne, Languedoc ; totalisant plus de 7 millions de clients).
Rejoindre CRAFT, c’est participer à la valorisation d’un périmètre de données très large, couvrant la banque de détail dans toutes ses dimensions (marchés particuliers, agricoles, professionnels et entreprises ; usages marketing, distributifs, RPA, ...).",-1.0,CRAFT,Paris,-1,-1,-1,-1,-1,-1,0,0,40,45,42.5,Paris,-1,0,1,0,0,0,0,0,0,0
Data Scientist (F/H),"QUI SOMMES-NOUS ?
L’activité Systèmes terrestres et aériens conçoit des systèmes, des équipements, des capteurs et des services pour le contrôle du trafic aérien civil et militaire, la défense aérienne ainsi que le combat naval et terrestre.
Le site de Rungis est idéalement situé à proximité de l’aéroport d’Orly. Site à l’architecture moderne, il compte aujourd’hui plus de 1000 collaborateurs travaillant pour nos trois domaines d’activité : les radars, le contrôle du trafic aérien et les systèmes d’armes avancés.
QUI ETES-VOUS ?
Innovation, passion, ambition : rejoignez Thales et créez le monde de demain, dès aujourd’hui.",3.5,"Thales Group
",Rungis,Plus de 10 000 employés,2000,Entreprise cotée en bourse,Aérospatiale et Défense,Aérospatiale et Défense,Plus de 10 milliards de dollars US,0,0,35,60,47.5,Rungis,22,0,1,0,0,0,0,0,0,0
Data analyste,"Description
vrai plus, c’est que cette communauté est sans frontières ! Nos collaborateurs travaillent au quotidien avec tous les métiers et avec notre réseau international. Et pour être au top de l’innovation, on a ce qui se fait de mieux en matière d’environnement de travail et d’outils technos : datalab, delta room, intelligence artificielle, machine learning…
Résultats ? Une activité multipliée par 2 en 3 ans (et ce n’est pas fini), une expertise reconnue et une position de leader en France.
Bienvenue au cœur du big bang !
Le Centre de Services Data Management
Tu souhaites monter en compétences sur le traitement de datas ? Et si tu rejoignais le centre dédié à l’analyse de données/data management de PwC ?

L’équipe SODA basée à Montpellier est un Centre de Services Data Management d’une cinquantaine de collaborateurs en période de pic d’activité pour une moyenne de 40 à 45 collaborateurs, principalement composée Data Analystes et complétée par des développeurs de haut niveau.
Tout au long de l’année, SODA accompagne les équipes Audit PwC dans l’efficacité et la qualité des missions en proposant des services de traitement des données.",3.9,"PwC
",Montpellier,Plus de 10 000 employés,1998,Entreprise non cotée en bourse,Conseils,Services aux entreprises,Entre 5 et 10 milliards de dollars US,0,0,42,60,51.0,Montpellier,24,0,1,0,1,0,0,0,0,0
Data Scientist (F/H),"QUI SOMMES-NOUS ?
L’activité Systèmes terrestres et aériens conçoit des systèmes, des équipements, des capteurs et des services pour le contrôle du trafic aérien civil et militaire, la défense aérienne ainsi que le combat naval et terrestre.
Le site de Rungis est idéalement situé à proximité de l’aéroport d’Orly. Site à l’architecture moderne, il compte aujourd’hui plus de 1000 collaborateurs travaillant pour nos trois domaines d’activité : les radars, le contrôle du trafic aérien et les systèmes d’armes avancés.
QUI ETES-VOUS ?
Innovation, passion, ambition : rejoignez Thales et créez le monde de demain, dès aujourd’hui.",3.6,"Thales Group
",Rungis,Plus de 10 000 employés,2000,Entreprise cotée en bourse,Aérospatiale et Défense,Aérospatiale et Défense,Plus de 10 milliards de dollars US,0,0,42,60,51.0,Rungis,22,0,1,0,0,0,0,0,0,0
Data Scientist H/F,"Description du poste
Le pôle Debt Optimisation & Distribution comprend plusieurs missions :

Les équipes d’Origination sont en charge, pour les clients Corporate et institutions financières, de l’Origination, de la structuration et de l’arrangement des crédits syndiqués et bilatéraux à moyen et long termes ;
Les équipes de distribution sont en charge de la distribution sur les marchés primaires et secondaires de tous les crédits syndiqués arrangés par crédit Agricole CIB (aussi bien les financements Corporate que les financements structurés/spécialisés arrangés par les autres métiers de financement de la Banque) ;",4.4,"Crédit Agricole CIB
",Montrouge,De 5 001 à 10 000 employés,1885,Entreprise cotée en bourse,Investissements bancaires et gestion d''actifs,Finances,Plus de 10 milliards de dollars US,0,0,42,60,51.0,Montrouge,137,0,0,0,0,0,0,0,0,0
Data Scientist F/H,"Chez CBA, on a envie de t’étonner et de t’assurer qu’avec nous tu seras bien entouré.e, plongé.e dans un esprit « start up » où se mêle challenges, créa et bonne humeur. Tu es passionné.e, ça tombe bien nous aussi !

Dans le cadre de notre croissance, nous recherchons notre Data Scientist F/H pour intégrer notre Team Produit.

En quoi consiste la mission ?

Rattaché.e au Directeur Produit, ta mission, si tu l’acceptes, sera de recueillir, traiter et analyser les données ""Big Data"" afin d'accompagner les décisions stratégiques et opérationnelles de CBA.

Concrètement, voici les missions qi t'attendent :
Un peu plus de détails sur le contrat ?

Si tu rejoins l’aventure CBA, nous te proposons un poste en CDI ainsi que des avantages et services non négligeables, dont, mutuelle, tickets restaurant, activités CSE, une belle participation, des cours de sport, des ateliers bien-être et plusieurs événements « fun » tout au long de l’année pour renforcer la cohésion d’équipe et partager les savoirs.

Côté technique, nous t'accompagnons en mettant à ta disposition les formations nécessaires pour assurer ta parfaite adaptation à notre écosystème, nos outils et nos pratiques mais aussi pour participer à ta montée en compétences.


- Méthodologie SCRUM et outils associés",3.7,"CBA Informatique Libérale
",Avignon,De 51 à 200 employés,1994,Entreprise non cotée en bourse,-1,-1,-1,0,0,42,60,51.0,Avignon,28,0,1,0,0,1,0,0,0,0
Artificial Intelligence & Machine Learning Data Scientist,"Artificial Intelligence & Machine Learning Data Scientist
Clamart - France

Job Title:
Artificial Intelligence & Machine Learning Data Scientist

Location:",3.2,"Schlumberger
",Clamart,Plus de 10 000 employés,1926,Entreprise cotée en bourse,Services pétroliers et gaziers,"Pétrole, gaz, énergie et services publics",Plus de 10 milliards de dollars US,0,0,42,60,51.0,Clamart,96,0,0,0,1,0,0,0,0,0
Data Scientist H/F,"Description du poste
Le pôle Debt Optimisation & Distribution comprend plusieurs missions :

Les équipes d’Origination sont en charge, pour les clients Corporate et institutions financières, de l’Origination, de la structuration et de l’arrangement des crédits syndiqués et bilatéraux à moyen et long termes ;
Les équipes de distribution sont en charge de la distribution sur les marchés primaires et secondaires de tous les crédits syndiqués arrangés par crédit Agricole CIB (aussi bien les financements Corporate que les financements structurés/spécialisés arrangés par les autres métiers de financement de la Banque) ;",3.6,"Crédit Agricole CIB
",Montrouge,De 5 001 à 10 000 employés,1885,Entreprise cotée en bourse,Investissements bancaires et gestion d''actifs,Finances,Plus de 10 milliards de dollars US,0,0,42,60,51.0,Montrouge,137,0,0,0,0,0,0,0,0,0
