,Job Title,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,Employer Provided,min salary,max salary,avg salary,State,Age,Python,R,SQL,Machine Learning,Deep Learning,Big Data,Statistic,Math,Master,AWS,SPARK,Job simplified,Seniority,job desc len
451,Data Scientist,"About Gap Inc.
Our brands bridge the gaps we see in the world. Old Navy democratizes style to ensure everyone has access to quality fashion at every price point. Athleta unleashes the potential of every woman, regardless of body size, age or ethnicity. Banana Republic believes in sustainable luxury for all. And Gap inspires the world to bring individuality to modern, responsibly made essentials.
This simple idea—that we all deserve to belong, and on our own terms—is core to who we are as a company and how we make decisions. Our team is made up of thousands of people across the globe who take risks, think big, and do good for our customers, communities, and the planet. Ready to learn fast, create with audacity and lead boldly? Join our team.",3.7,Gap Inc.,"San Francisco, CA",10000+ Employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),0,0,96,173,134.5,San Francisco,53,0,1,0,0,0,0,0,0,0,0,0,data scientist,na,750
452,Data Scientist,"Role + Responsibilities
(Can Be Remote)
Continuously assess fit to introduce and implement Industry 4.0 opportunities to the Endress+Hauser organization, as well as digital products & services as they relate to data and analytics (e.g., artificial intelligence, machine learning, digital data exchange, big data analytics).
Identify, lead, and support opportunities to expand and improve suite of digital tools, internal workflow automation and optimization, sales enablement, and stakeholder communication (e.g., Salesforce.com, Endress.com, SAP).
Research, visualize, articulate, solve problems, and implement solutions and key metrics to be monitored.",4.0,Endress+Hauser Inc.,"Ann Arbor, MI",10000+ Employees,1968,Company - Private,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD),0,1,336,384,360.0,Ann Arbor,54,0,1,0,1,0,1,0,0,0,0,0,data scientist,na,654
453,Data Science Co-Op,"At Bristol Myers Squibb, we are inspired by a single vision – transforming patients’ lives through science. In oncology, hematology, immunology and cardiovascular disease – and one of the most diverse and promising pipelines in the industry – each of our passionate colleagues contribute to innovations that drive meaningful change. We bring a human touch to every treatment we pioneer. Join us and make a difference.
Position Summary
Leads discovery and optimization (LDO) is a diverse group of scientists and engineers, providing critical assay information to therapeutic research centers (TRCs) throughout research and early development (R&ED). We are seeking a highly motivated and innovative co-op scientist to join the data science and advanced analytics team within LDO. Team objectives include the development of machine learning, data science models and analytical tools to improve operational efficiencies, increase the impact of data packages, and improve data analysis capabilities.",3.9,Bristol Myers Squibb,"Princeton, NJ",10000+ Employees,1858,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,75,144,109.5,Princeton,164,0,1,0,1,0,0,0,0,0,0,0,,na,994
454,Data Scientist,"Job Description:
At Fidelity’s Artificial Intelligence Center of Excellence (COE), you won’t be just tinkering around the edges, you’ll be building critical solutions that will benefit our clients for years to come. We work closely with business stakeholders, collect requirements and deliver high value AI/ML solutions that drive customer and business value. Those of us who love to work with data see this as the pinnacle of opportunities that you cannot find anywhere else in the industry.
The Team
The AIML (Artificial Intelligence and Machine Learning) team contributes to the vitality and growth of the organization through researching and building complex, cutting edge and scalable AI algorithms, models, platforms and technologies to significantly improve customer experience and drive business results. Our team of high caliber scientists, mathematicians and statisticians use rigorous quantitative approaches to ensure that we are efficiently building algorithms and technology relevant to the business or customer experience issue at hand.",4.2,Fidelity Investments,"Boston, MA",10000+ Employees,1946,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD),0,0,82,161,121.5,Boston,76,0,0,0,1,0,0,1,1,0,0,0,data scientist,na,1051
455,Data Scientist,"Description
SHIFT: Day Job

SCHEDULE: Full-time

Location: This position eligible for full time remote schedule. Location within 50 miles of an Anthem office; preferred locations are Atlanta, GA, Indianapolis, IN, NY, and NJ. All other locations will be considered.
Your Talent. Our Vision. At Anthem, Inc., it's a powerful combination, and the foundation upon which we're creating greater access to care for our members, greater value for our customers, and greater health for our communities. Join us and together we will .",3.7,Anthem,"New York, NY",10000+ Employees,2004,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),0,0,74,133,103.5,New York,18,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,525
456,Data Scientist I,"JOB SUMMARY:
Professional position, which writes software utilizing analytics and machine learning to the achieve business goals and objectives of the company. Works under immediate supervision. Demonstrates clear and working knowledge and concepts of software development, data science and learning algorithms. Responsible for the internal application programming and analysis of requirements using various technologies.
ESSENTIAL FUNCTIONS:
At Safety National, we live by the following five core values: Relationships, Integrity, Teamwork, Balance and Stability. Our Core Values serve as the fundamental foundation of our corporate culture and drive our interactions, both internally and externally. An essential function of all Safety National positions is to fully embrace and represent these core values in our daily work life and relationships.
Demonstrates up-to-date expertise in Software Engineering and applies this to the development, execution, and improvement of action plans with supervision by the Senior Data Scientists or Supervisor.
Implements most recent algorithms and approaches for machine learning in collaboration with our data analysts, actuaries, claims experts and underwriters with supervision by the Senior Data Scientists or Supervisor.
Assists more experienced and/or Senior Data Scientists in designing best architecture and selecting the most appropriate modeling techniques and data visualization for big data analysis.
Participates in projects in the area of prediction, optimization, and processes using advanced statistical / mathematical approaches, in the enterprise environment under supervision of Senior Data Scientists.
Responsible for timely achievement of milestones and project completion.",3.7,Safety National,"February, TN",201 to 500 Employees,1942,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),0,0,60,115,87.5,February,80,0,1,0,1,0,1,1,1,0,0,0,data scientist,na,1735
457,Data Scientist,"At Shipt, we are transforming the grocery shopping experience and giving time back to consumers. Shipt shoppers handpick fresh groceries and household essentials, then deliver them to your door in as little as one hour.
NOTICE OF FILING
TITLE: Data Scientist
SALARY: $78,936.00/year
DUTIES: This Data Scientist position will report to the Data Science Manager for Member and Product Personalization to develop machine learning backed systems for product recommendations and search. They will perform a wide variety of tasks including development of statistical models and online experiments. They make sense of data collected across our web and mobile apps and finding relationships as they relate to member behavior, product development, and profitability. The ideal candidate will be data-driven, intellectually curious, and a clear communicator.",4.0,Shipt,"San Francisco, CA",1001 to 5000 Employees,2014,Subsidiary or Business Segment,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,0,1,79,79,79.0,San Francisco,8,0,1,0,1,0,0,1,0,0,0,0,data scientist,na,848
458,"Data Scientist, Music Partnerships","Data, Research & Insights
Data Science
Spotify’s mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the opportunity to enjoy and be inspired by these creators. Everything we do is driven by our love for music and podcasting. Today, we are the world’s most popular audio streaming subscription service with a community of more than 381 million users. We are looking for an outstanding Data Scientist to join the band and build core analytics to support our Music Partnerships teams, meaning the teams at Spotify who interface with record labels, music publishers, artists and songwriters.
Location",4.2,Spotify,"New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,0,0,77,169,123.0,New York,16,0,1,0,0,0,0,0,0,0,0,0,data scientist,na,696
459,"CO-OP, DATA SCIENCE","INTERNS
CO-OP, DATA SCIENCE
Boston, Massachusetts, United States of America

SPEED & SPIRIT is what we look for in our candidates, defined by some simple values that inspire us to BE DRIVEN in our performance, BE VIBRANT in our sporting legacy, BE TOGETHER in our team spirit, and BE YOU to let our individual talent and experience shine. Applying for a job at PUMA is easy and all genders are welcome. Simply click APPLY ONLINE and follow the steps to upload your application.",4.5,PUMA,"Boston, MA",10000+ Employees,1948,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$5 to $10 million (USD),0,0,69,164,116.5,Boston,74,0,1,0,0,0,0,0,0,0,0,0,,na,477
460,Data Scientist,"Scripps Health Administrative Services supports our five hospitals and 19 outpatient facilities, which treat half a million patients annually through 2,600 affiliated physicians.
At Scripps Health, you will experience the pride, support, respect that has been repeatedly recognized as one of the nation’s Top 100 Places to work.

You’ll be surrounded by people committed to making a difference in the lives of their patients and their teammates. So if you’re open to change, go ahead and unlock your potential.
The Data Scientist performs advanced integrated comprehensive reporting, consultative, and analytical expertise to provide data and information to internal and external stakeholders. Provides strategies to drive continuous improvement and strategic change for stakeholders. Assists with developing methodologies, performing analysis, summarizing results and developing conclusions for project teams, leaders, and internal and external stakeholders.",4.0,Scripps Health,"San Diego, CA",10000+ Employees,1924,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),0,0,72,147,109.5,San Diego,98,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,959
461,MACHINE LEARNING DATA SCIENTIST - PYTHON AND R,"Published
February 20, 2022
Location
100% Remote, United States of America
Job Type
Full-time
DESCRIPTION
TITLE: Machine Learning Data Scientist-Python and R
JOB ID: 11070
LOCATION: 100% Remote",-1.0,InspiHER Tech,Remote,1 to 50 Employees,1995,IT Services,Information Technology,Less than $1 million (USD),-1,0,1,110,150,130.0,Remote,27,1,1,0,1,0,0,0,0,0,0,0,data scientist,na,193
462,Data Scientist,"As Data Scientist working for Zipcar’s Revenue Management team you will be leading efforts to solve for complex theoretical problems including demand forecasting, price elasticity & member segmentation. Your research, analysis and modeling will be focused on achieving the challenging combination of improving both the member experience as well as financial performance. As the cities we operate in change and our member’s preferences evolve it is your job to help shape the future of Zipcar and our product offering.
What you will do:
Lead the development of Zipcar’s member demand forecasting model which powers downstream decisions including pricing, availability, and fleet.",3.8,"Zipcar, Inc.","Boston, MA",201 to 500 Employees,2000,Subsidiary or Business Segment,Car Rental,Travel & Tourism,$100 to $500 million (USD),0,0,92,169,130.5,Boston,22,0,1,0,0,0,0,0,0,0,0,0,data scientist,na,678
463,Solaria Labs Data Science Co-op (July - December 2022),"Who we are:
The economy is transforming, and to adapt, Liberty Mutual has established Solaria Labs (https://www.solarialabs.com): a global team that builds disruptive new products around emerging consumer trends like micro-mobility and the sharing economy. We have already launched a few products and one company since we started — for examples, see https://www.getcertainly.com, https://www.trydwellbeing.com/, and https://www.totalhomescore.com.
Why you may enjoy working at Solaria Labs:
The Data Science co-op will support data science efforts in Solaria Labs in a diverse set of challenges broadly related to public health, safety, and trust. Many of the concepts we develop require novel use of Liberty Mutual and partner data, and the application of current and emerging machine learning techniques to build previously inconceivable product offerings. You will interact with other data scientists and engineering teams to implement your solutions within internal and customer facing software products.

Bachelor's Degree
40",3.9,Liberty Mutual Insurance,"Boston, MA",10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),1,1,48,64,56.0,Boston,110,0,0,0,1,0,0,0,0,0,0,0,,na,1030
464,Junior Data Scientist Apprentice,"Introduction
As a Junior Data Scientist at IBM, you will work as part of a team to solve business-related problems using data-driven techniques. You will apply the scientific method to business scenarios, clean and prepare data for statistical and machine learning modeling, work with a variety of analytical algorithms to build models that better explain data relationships and predict potential scenarios, translate data insights into business value, and communicate results to difference audiences. You will also master different technologies for model deployment.

Your Role and Responsibilities
Throughout your apprenticeship, you’ll work closely with other experienced data scientists and mentors in an interactive, collaborative environment. You’ll learn the fundamentals of probability, statistics, linear algebra, data preparation, data modeling, and deployment of machine learning models. In addition, you will be introduced to additional concepts, skills and tools including Python, Hadoop, and Spark, presentation skills, communication skills, and you will apply these skills to prepare for and successfully obtain data science experience that may lead to certification as a Junior Data Scientist. IBM Certification as a Junior Data Scientist provides the credentials and career milestone that is earned through demonstrated usage of Data Science tools and methodology through case studies, business references and technical references. Our apprenticeship program will give you the opportunity to build your skills to grow your career as a Junior Data Scientist.



IBM Apprenticeship Program is an official registered apprenticeship recognized by the Department of Labor (DOL). Every graduate of a Registered Apprenticeship program receives a nationally-recognized credential from the DOL.

During the apprenticeship duration, you will be required to complete specific learning hours and on the job training that has been outlined to ensure you are developing the skills and competencies essential to the role. You will be able to learn and grow at your own pace, but we expect most apprentices will complete their learning within 24 months. Once you graduate and receive your certificate from our apprentice program, you will be eligible to apply to available full-time roles at IBM.



An apprenticeship is about learning. We’re seeking candidates who have the following requirements, but we know you’re just getting your career started, and we’re committed to helping you learn and grow. If you are a highly curious individual, with a passion for learning, and a love of mathematics and data, you’re exactly the type of candidate we’re looking for. Data scientists are inquisitive: exploring, asking questions, doing what if analysis, questioning existing assumptions and processes. They are analytically-minded, statistically and mathematically driven.

To be successful, you need:





As an apprentice, you'll join with other apprentices in a local cohort. You'll go through the program together, learning about IBM and the skills you'll be attaining throughout your apprenticeship. Then, you'll work with your managers and mentors to progress through your personal skills roadmap, learning and demonstrating new knowledge and competencies through hands-on application with your project teams. You'll complete milestones along the way, earning digital credentials to validate your skills, and will come back together with other apprentices to participate in on-going training and development focused on your professional and technical skills. Best of all, you are a contributing member of your team, putting forward ideas, taking on responsibilities and making choices about how you get the job done just like any other IBMer.

This position is not eligible for visa sponsorship.

Apprentices must be based in the work location(s) listed or willing to relocate at own expense. Relocation assistance is not available.

ncappx",4.0,IBM,"New York, NY",10000+ Employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),0,0,66,159,112.5,New York,111,1,1,0,1,0,0,1,1,1,0,1,data scientist,junior,3943
465,Data Scientist (Remote),"Join us as we pursue our vision to eliminate preventable sickness and transform kidney care using AI and data!

At pulseData, we provide value-based healthcare organizations and their care teams a patented data intelligence platform which helps deliver better care at less cost. As a company, we leverage data science and machine learning for Hospitals and Healthcare companies, to identify patients at risk of costly and avoidable medical outcomes.

In this role, you will become a member of pulseData's data science team. You'll work on a suite of data science projects to meet the needs of our clients and get to contribute in massive ways towards a growing organization.",5.0,pulseData,"New York, NY",1 to 50 Employees,2015,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,54,129,91.5,New York,7,0,0,0,1,0,0,0,0,0,0,0,data scientist,na,674
466,Statistical Assistant,"Overview
The UTOFUN is the leading internet source of analysis on Economy & US Real Estate and one stop real estate information platform. We deliver our information through a range of formats, from Website and Social Platforms to conferences and electronic services. In this position, not only you can experience most fast-growing business but also data- & tech-driven online platform.

We are recruiting statistical assistant in New York team.

Location at Midtown Manhattan, New York.
The following job duties are including but not limited to ….

Assist in compute and analyze real estate and economic data by statistical/quantitative formula and model.

Maintain and enter a large dataset of real estate, economic data, and verify data integrity.

Compile reports, charts, or graphs that describe and interpret findings of analysis into the production of periodic research papers/documents.

Assist in participating in the publication of data or information and communicating with clients, policymakers, and media reporters.
No working experience is required

Must have at least Bachelor degree in Economics, Statistics, Math or other related fields.

Resume email to utofun@utofun.com
Location: New York City",4.1,UTOFUN,"New York, NY",1 to 50 Employees,2016,Company - Private,-1,-1,-1,0,0,32,62,47.0,New York,6,0,1,0,0,0,0,1,1,0,0,0,,na,1212
467,Data Scientist,"It's fun to work in a company where people truly BELIEVE in what they're doing!
We're committed to bringing passion and customer focus to the business.
Data Scientist
If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!",3.3,Grand Casino,"Onamia, MN",1001 to 5000 Employees,1991,Company - Private,Gambling,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,0,0,58,124,91.0,Onamia,31,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,277
468,Junior Data Scientist,"About ClimateAi
ClimateAi is on a mission to accelerate resilience in food, water, and energy. The company has launched the first of its kind Resilience-as-a-Service platform in agriculture to help supply chains adapt to climate change. The company was founded at Stanford University and is backed by top VC firms. We are a fast-growing Series-A company looking for passionate individuals who will create solutions for the most important issue of our time.

Culture",5.0,ClimateAI,"San Francisco, CA",1 to 50 Employees,2008,Company - Private,-1,-1,-1,0,0,75,148,111.5,San Francisco,14,0,1,0,0,0,0,0,0,0,0,0,data scientist,junior,465
469,Data Scientist,"Location: Corning, NY, US, 14831
Company: Corning
Requisition Number: 52661

Corning is the world leader in specialty glass and ceramics, building and manufacturing keystone components that enable high-technology systems. Corning’s history is filled with breakthrough technologies that have played a meaningful role in the way the world works. We thrive on solving difficult, commercially relevant problems through a creative and collaborative research and development process.",3.9,Corning,"Corning, NY",Unknown,1851,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,Unknown / Non-Applicable,0,0,89,170,129.5,Corning,171,0,1,0,0,0,0,0,0,0,0,0,data scientist,na,477
470,Data Scientist,"IT Consulting Services Inc seeks Data Scientist for Fairless, PA office to apply algorithms to models predict outcomes of interest such as health, pharmaceutical, epidemiological and laboratory data for medical use. Work to apply sampling techniques to determine groups to be surveyed and use enumeration methods to better analyze future health trends. Clean and manipulate raw data using statistical software for better and more efficient health data and aid innovations in the pharmaceutical industry. May travel and relocate to various unanticipated sites throughout the US. Must have bachelorâ€™s degree in Biology, Pharmacy or related & 6 months of work experience. Send resume to contacthr@itconsultservices.com. ..",3.9,IT Consulting Services,"Fairless Hills, PA",1 to 50 Employees,2005,Accounting,Accounting & Legal,$1 to $5 million (USD),-1,0,0,71,131,101.0,Fairless Hills,17,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,721
471,Data Scientist,"Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
Analytics is a competitive differentiator for Nike and is fundamentally changing how the company serves athletes and consumers around the world. The Nike Commercial Analytics team builds analytic-based solutions to manage marketplace and optimize the supply chain. Using big data, advanced analytics and state-of-the-art technology, the team strives to ensure that Nike gets the right product to the right place at the right time for the consumers.",4.1,Nike,"Beaverton, OR",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,1,117,117,117.0,Beaverton,50,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,944
472,Data Scientist,"Location: Deforest, Wi or Remote
Country: US
The role:
The Data Scientist performs data analysis to extract knowledge or insight from structured or unstructured data. He or she applies advanced statistical algorithms for analysis of large-scale, complex datasets to accelerate insights and discovery in R&D projects. He or she keeps up to date with cutting-edge techniques in programming, machine learning, big data, and biological modelling.",3.0,IntelliGen Technologies,DeForest,Unknown,1996,Company - Pubic,-1,-1,-1,0,0,66,116,91.0,DeForest,26,0,1,0,1,0,1,1,0,0,0,0,data scientist,na,442
473,Graduate Data Scientist - Role Can be Remote,"The Petcare Segment consists of five Divisions: Pet Nutrition, Royal Canin, Mars Veterinary Health N. America, Mars Veterinary Health International & Diagnostics, Kinship. Under this new organization of Petcare Product and Service brands, we launched our Strategy in 2018 with an objective to “Create a Better World for Pets by extending global leadership in Nutrition, Health and Services powered by Data”.
With the breadth and scale of our Petcare businesses we have unique and unrivalled data assets. The potential to create benefits for Pets and sustainable competitive advantage is huge and we need to seize this opportunity now.
Our data assets consist of Veterinary data including appointment and invoice details as well as the medical histories and diagnostic details this provides. We have breed and disease marker data from our DNA diagnostics business (Wisdom Health), Location and Activity Tracking data from our Whistle business. From our nutrition businesses we have sales data, some consumer data as well as valuable information about retailers, Veterinarians, Breeders and Shelters. We also have third party data providing us with product purchasing insights and the potential to develop deeper and broader views into Petcare shopping through collaboration and D2C engagement.",4.2,MARS,"Franklin, TN",10000+ Employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),0,0,63,137,100.0,Franklin,111,0,1,0,0,0,0,0,0,0,0,0,data scientist,na,1292
474,Project-Sports Data Scientist,"*This is a 24 month project position*

The ESPN Sports Analytics team is a multidisciplinary group where all members have a deep knowledge of sports, statistics, databases, programming logic and languages, and storytelling. Combining best-in-the-industry data with advanced mathematics and statistical modeling skills, Sports Analytics has created storytelling tools and metrics that have improved the evaluation of team and player performance, such as Total QBR and power ratings for NFL, NBA, college football and college basketball. These products make fans better informed and help keep ESPN at the cutting edge of sports statistical analysis.

The Sports Data Scientist will be the lead architect in designing and creating a NBA player adjusted plus-minus metric for use across all platforms, including within other predictive metrics. A secondary phase will include the modeling and development of player box score stats predictions, both pregame and in-game. The Sports Data Scientist will work with the Analytics leadership team to define project timelines and delegate duties. The incumbent must demonstrate critical thinking about the execution of the projects and keep Analytics leadership informed of progress. Completing work on deadlines is a crucial requirement. A portfolio of successful analytics projects and metrics is necessary to be considered for this position. The Sports Data Scientist will have the skills to partner with other Analytics Specialists as well as Content teams and Technology and Digital Product staffers on projects. Candidates need to have a deep understanding of Bayesian statistics and a background in constructing predictive models and complex formulas that explore new areas of analytics, ideally in sports.

Ideal candidates will possess the following traits:",4.0,ESPN,"Bristol, CT",1001 to 5000 Employees,1985,Subsidiary or Business Segment,Motion Picture Production & Distribution,Media,$500 million to $1 billion (USD),0,0,61,118,89.5,Bristol,37,0,1,0,0,0,0,1,1,0,0,0,data scientist,na,1805
475,Data Scientist,"About Gap Inc.
Our brands bridge the gaps we see in the world. Old Navy democratizes style to ensure everyone has access to quality fashion at every price point. Athleta unleashes the potential of every woman, regardless of body size, age or ethnicity. Banana Republic believes in sustainable luxury for all. And Gap inspires the world to bring individuality to modern, responsibly made essentials.
This simple idea—that we all deserve to belong, and on our own terms—is core to who we are as a company and how we make decisions. Our team is made up of thousands of people across the globe who take risks, think big, and do good for our customers, communities, and the planet. Ready to learn fast, create with audacity and lead boldly? Join our team.",3.7,Gap Inc.,"San Francisco, CA",10000+ Employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),0,0,96,173,134.5,San Francisco,53,0,1,0,0,0,0,0,0,0,0,0,data scientist,na,750
476,Data Scientist,"Role + Responsibilities
(Can Be Remote)
Continuously assess fit to introduce and implement Industry 4.0 opportunities to the Endress+Hauser organization, as well as digital products & services as they relate to data and analytics (e.g., artificial intelligence, machine learning, digital data exchange, big data analytics).
Identify, lead, and support opportunities to expand and improve suite of digital tools, internal workflow automation and optimization, sales enablement, and stakeholder communication (e.g., Salesforce.com, Endress.com, SAP).
Research, visualize, articulate, solve problems, and implement solutions and key metrics to be monitored.",4.0,Endress+Hauser Inc.,"Ann Arbor, MI",10000+ Employees,1968,Company - Private,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD),0,1,336,384,360.0,Ann Arbor,54,0,1,0,1,0,1,0,0,0,0,0,data scientist,na,654
477,Data Scientist,"Job Description:
At Fidelity’s Artificial Intelligence Center of Excellence (COE), you won’t be just tinkering around the edges, you’ll be building critical solutions that will benefit our clients for years to come. We work closely with business stakeholders, collect requirements and deliver high value AI/ML solutions that drive customer and business value. Those of us who love to work with data see this as the pinnacle of opportunities that you cannot find anywhere else in the industry.
The Team
The AIML (Artificial Intelligence and Machine Learning) team contributes to the vitality and growth of the organization through researching and building complex, cutting edge and scalable AI algorithms, models, platforms and technologies to significantly improve customer experience and drive business results. Our team of high caliber scientists, mathematicians and statisticians use rigorous quantitative approaches to ensure that we are efficiently building algorithms and technology relevant to the business or customer experience issue at hand.",4.2,Fidelity Investments,"Boston, MA",10000+ Employees,1946,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD),0,0,82,161,121.5,Boston,76,0,0,0,1,0,0,1,1,0,0,0,data scientist,na,1051
478,Data Science Co-Op,"At Bristol Myers Squibb, we are inspired by a single vision – transforming patients’ lives through science. In oncology, hematology, immunology and cardiovascular disease – and one of the most diverse and promising pipelines in the industry – each of our passionate colleagues contribute to innovations that drive meaningful change. We bring a human touch to every treatment we pioneer. Join us and make a difference.
Position Summary
Leads discovery and optimization (LDO) is a diverse group of scientists and engineers, providing critical assay information to therapeutic research centers (TRCs) throughout research and early development (R&ED). We are seeking a highly motivated and innovative co-op scientist to join the data science and advanced analytics team within LDO. Team objectives include the development of machine learning, data science models and analytical tools to improve operational efficiencies, increase the impact of data packages, and improve data analysis capabilities.",3.9,Bristol Myers Squibb,"Princeton, NJ",10000+ Employees,1858,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,75,144,109.5,Princeton,164,0,1,0,1,0,0,0,0,0,0,0,,na,994
479,Data Scientist,"Who we’re looking for
Toyota’s Digital Solutions Department is looking for a passionate and highly motivated Data Scientist.
The data scientist will play a pivotal role in planning, executing and delivering data focused projects (modeling, delivery and operationalization of analytic results). The bulk of the work will be in statistical modelling (methodology dependent on problem to be solved), management and problem analysis, data exploration and preparation, data collection and integration, operationalization.
The newly hired data scientist will be a key interface between the analytics team, business unit(s) along with various other departments (i.e. ITx and Toyota Connected). Candidates need to be very much self-driven, curious and creative. The role may also support the related roles of data engineer and R&D Program Managers at times.",3.9,Toyota,"Saline, MI",10000+ Employees,1957,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),0,0,80,149,114.5,Saline,65,0,1,0,0,0,0,1,0,0,0,0,data scientist,na,849
480,Data Scientist,"At Shipt, we are transforming the grocery shopping experience and giving time back to consumers. Shipt shoppers handpick fresh groceries and household essentials, then deliver them to your door in as little as one hour.
NOTICE OF FILING
TITLE: Data Scientist
SALARY: $78,936.00/year
DUTIES: This Data Scientist position will report to the Data Science Manager for Member and Product Personalization to develop machine learning backed systems for product recommendations and search. They will perform a wide variety of tasks including development of statistical models and online experiments. They make sense of data collected across our web and mobile apps and finding relationships as they relate to member behavior, product development, and profitability. The ideal candidate will be data-driven, intellectually curious, and a clear communicator.",4.0,Shipt,"San Francisco, CA",1001 to 5000 Employees,2014,Subsidiary or Business Segment,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,0,1,79,79,79.0,San Francisco,8,0,1,0,1,0,0,1,0,0,0,0,data scientist,na,848
481,"Data Scientist, Music Partnerships","Data, Research & Insights
Data Science
Spotify’s mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the opportunity to enjoy and be inspired by these creators. Everything we do is driven by our love for music and podcasting. Today, we are the world’s most popular audio streaming subscription service with a community of more than 381 million users. We are looking for an outstanding Data Scientist to join the band and build core analytics to support our Music Partnerships teams, meaning the teams at Spotify who interface with record labels, music publishers, artists and songwriters.
Location",4.2,Spotify,"New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,0,0,77,169,123.0,New York,16,0,1,0,0,0,0,0,0,0,0,0,data scientist,na,696
482,"CO-OP, DATA SCIENCE","INTERNS
CO-OP, DATA SCIENCE
Boston, Massachusetts, United States of America

SPEED & SPIRIT is what we look for in our candidates, defined by some simple values that inspire us to BE DRIVEN in our performance, BE VIBRANT in our sporting legacy, BE TOGETHER in our team spirit, and BE YOU to let our individual talent and experience shine. Applying for a job at PUMA is easy and all genders are welcome. Simply click APPLY ONLINE and follow the steps to upload your application.",4.0,PUMA,"Boston, MA",10000+ Employees,1948,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$5 to $10 million (USD),0,0,69,164,116.5,Boston,74,0,1,0,0,0,0,0,0,0,0,0,,na,477
483,MACHINE LEARNING DATA SCIENTIST - PYTHON AND R,"Published
February 20, 2022
Location
100% Remote, United States of America
Job Type
Full-time
DESCRIPTION
TITLE: Machine Learning Data Scientist-Python and R
JOB ID: 11070
LOCATION: 100% Remote",-1.0,InspiHER Tech,Remote,1 to 50 Employees,1995,IT Services,Information Technology,Less than $1 million (USD),-1,0,1,110,150,130.0,Remote,27,1,1,0,1,0,0,0,0,0,0,0,data scientist,na,193
484,Data Scientist,"As Data Scientist working for Zipcar’s Revenue Management team you will be leading efforts to solve for complex theoretical problems including demand forecasting, price elasticity & member segmentation. Your research, analysis and modeling will be focused on achieving the challenging combination of improving both the member experience as well as financial performance. As the cities we operate in change and our member’s preferences evolve it is your job to help shape the future of Zipcar and our product offering.
What you will do:
Lead the development of Zipcar’s member demand forecasting model which powers downstream decisions including pricing, availability, and fleet.",3.8,"Zipcar, Inc.","Boston, MA",201 to 500 Employees,2000,Subsidiary or Business Segment,Car Rental,Travel & Tourism,$100 to $500 million (USD),0,0,92,169,130.5,Boston,22,0,1,0,0,0,0,0,0,0,0,0,data scientist,na,678
